"good","purpose","fico","dti","loan_amnt","income"
"bad","debt_consolidation",707,10.46,7500,50000
"good","debt_consolidation",722,7.35,5000,40000
"good","debt_consolidation",762,8.79,35000,95000
"bad","other",787,2.75,10000,1e+05
"good","debt_consolidation",677,21.15,10000,57000
"good","other",767,16.28,3600,NA
"good","debt_consolidation",662,20.4,5600,48000
"good","debt_consolidation",707,21.91,14000,42000
"good","debt_consolidation",737,23.89,7575,21600
"good","debt_consolidation",737,16.92,23525,62500
"good","debt_consolidation",747,0.96,10000,NA
"good","debt_consolidation",727,14.22,35000,92000
"good","debt_consolidation",722,3.65,9300,45760
"good","other",687,16.19,7000,38400
"good","debt_consolidation",662,21.39,8400,43200
"good","debt_consolidation",777,10.49,17000,NA
"good","debt_consolidation",697,7.32,5000,20000
"good","debt_consolidation",677,23.82,20000,75000
"good","major_purchase",687,16.63,3000,65000
"good","debt_consolidation",747,22.11,12000,42000
"good","debt_consolidation",702,5.66,15000,88000
"good","debt_consolidation",687,3.04,5500,NA
"good","debt_consolidation",742,10.9,1450,24000
"good","debt_consolidation",782,3.02,30000,150000
"good","small_business",737,5.47,8000,50000
"bad","medical",767,20.96,7000,NA
"good","vacation_wedding",697,22.28,10000,60000
"good","debt_consolidation",722,23.87,20000,102000
"good","home_improvement",722,26.89,6600,NA
"good","debt_consolidation",692,17.36,6000,30000
"good","vacation_wedding",687,16.94,7000,120000
"good","debt_consolidation",692,14.26,4000,NA
"bad","medical",722,22.72,12350,NA
"good","debt_consolidation",687,5.85,10000,52000
"good","debt_consolidation",667,0.52,12000,60000
"bad","home_improvement",662,7.86,18400,75000
"good","debt_consolidation",707,13.92,24000,80000
"good","home_improvement",732,19.07,10000,NA
"good","debt_consolidation",797,23.27,20000,36000
"good","other",672,18.7,15000,52800
"good","other",717,12.59,3600,26400
"good","home_improvement",742,18.89,11325,NA
"good","debt_consolidation",747,19.24,25000,68000
"good","other",677,3.42,3100,65000
"good","debt_consolidation",737,4.09,20000,150000
"good","major_purchase",757,27.02,14400,75000
"good","debt_consolidation",687,24.19,5850,31200
"good","major_purchase",767,11.24,5000,NA
"good","home_improvement",757,23.25,3000,NA
"bad","small_business",782,6.56,35000,88000
"good","debt_consolidation",692,11.6,12000,NA
"good","debt_consolidation",767,15.4,30000,55000
"good","debt_consolidation",687,13.63,20000,50000
"bad","vacation_wedding",717,3.15,7000,NA
"good","debt_consolidation",747,5.91,8000,NA
"good","home_improvement",732,9.47,8000,NA
"good","major_purchase",707,18.65,5000,NA
"good","debt_consolidation",702,8.19,17500,85000
"good","debt_consolidation",732,18.3,9000,58800
"good","debt_consolidation",677,6.24,6000,NA
"good","other",662,4.81,8000,48661.8
"bad","debt_consolidation",682,19.52,7200,30000
"good","vacation_wedding",672,13.33,7500,NA
"good","small_business",717,20.6,2500,NA
"good","debt_consolidation",692,11.58,6000,40000
"good","vacation_wedding",802,12.75,13200,60000
"good","major_purchase",792,3.25,16800,52000
"bad","small_business",777,0.86,7500,50000
"good","debt_consolidation",702,14.53,6000,41000
"good","debt_consolidation",782,5.45,17950,35880
"good","debt_consolidation",697,7.03,9525,50000
"good","debt_consolidation",732,11.69,12000,65000
"good","other",682,17.75,5000,70116
"good","small_business",732,4.72,14000,74700
"good","medical",692,21.34,13000,76800
"good","debt_consolidation",737,14.49,30000,57048
"bad","major_purchase",757,25.91,9000,NA
"bad","other",742,11.65,10000,NA
"good","debt_consolidation",727,28.71,15850,40000
"good","major_purchase",767,24.07,6000,NA
"good","debt_consolidation",782,15.45,15000,96000
"good","debt_consolidation",742,29.61,8975,32500
"bad","debt_consolidation",732,12.66,8000,40000
"good","debt_consolidation",737,14.55,11975,50000
"good","debt_consolidation",702,20.17,21000,110256
"good","debt_consolidation",717,13.76,11000,144000
"good","major_purchase",737,8.6,15000,2e+05
"bad","other",702,15.84,8000,NA
"good","vacation_wedding",672,15.42,11200,68000
"good","debt_consolidation",672,12.62,3200,NA
"good","debt_consolidation",707,1.69,8400,NA
"bad","home_improvement",672,14.35,2400,150000
"good","home_improvement",667,12.22,7000,62000
"good","debt_consolidation",662,16.7,6000,NA
"good","other",717,8.33,9600,68000
"good","debt_consolidation",702,13.34,13000,90000
"good","major_purchase",727,15.74,5150,NA
"good","debt_consolidation",717,0.66,15000,120000
"bad","debt_consolidation",747,13.37,7500,NA
"good","medical",722,11.44,15850,38397
"good","vacation_wedding",727,14.56,6000,27040
"good","debt_consolidation",732,23.11,10000,NA
"bad","debt_consolidation",667,22.34,15000,92000
"good","other",662,12.98,1500,60000
"bad","debt_consolidation",662,11.14,20000,79864
"good","debt_consolidation",737,18.33,21000,65000
"good","debt_consolidation",697,16.37,12000,NA
"good","debt_consolidation",737,18.65,30000,93000
"good","debt_consolidation",672,19.1,12000,62208
"good","debt_consolidation",777,16.76,5000,NA
"bad","home_improvement",737,22.74,30000,97000
"good","debt_consolidation",667,19.92,11250,NA
"good","other",742,2.8,12000,60000
"good","debt_consolidation",702,9.39,7800,45000
"good","debt_consolidation",742,18.56,30000,81996
"good","debt_consolidation",737,19.66,17000,60000
"good","debt_consolidation",772,22.91,14000,94800
"good","debt_consolidation",717,11.01,2500,35000
"good","debt_consolidation",692,15.84,15000,NA
"good","debt_consolidation",742,9.06,24000,95000
"good","debt_consolidation",742,16.14,9000,55000
"bad","debt_consolidation",752,25.44,17050,30660
"good","other",737,11.53,3000,90000
"good","debt_consolidation",757,13.32,1925,NA
"good","debt_consolidation",697,20.21,35000,135000
"good","debt_consolidation",707,24.68,6625,25995
"good","other",727,17.01,1000,NA
"good","debt_consolidation",747,5.38,21600,60000
"good","other",687,10.03,4200,NA
"bad","other",677,1.36,12850,60000
"good","debt_consolidation",732,28.87,4800,NA
"good","major_purchase",717,9.86,4200,30000
"good","medical",752,20.43,5000,148350
"good","debt_consolidation",692,22.57,16000,56033
"good","other",722,19.46,12800,98300
"good","debt_consolidation",732,9.66,19850,53313
"good","debt_consolidation",712,20.03,20000,90000
"good","major_purchase",742,20.8,15000,45000
"good","other",687,10.03,8000,160000
"good","debt_consolidation",732,7.68,15000,60000
"good","debt_consolidation",682,14.73,3000,30000
"good","debt_consolidation",702,24.39,21850,50000
"good","major_purchase",707,1.34,4000,115000
"bad","debt_consolidation",737,11.54,34000,85800
"good","debt_consolidation",677,14.02,20000,175000
"good","home_improvement",752,14.5,28000,320000
"good","debt_consolidation",682,15.05,14000,NA
"good","debt_consolidation",712,5.2,12000,NA
"good","debt_consolidation",702,11.36,8000,NA
"good","vacation_wedding",677,8.62,10000,43000
"good","medical",682,8.32,12000,140000
"good","debt_consolidation",752,14.3,16000,48000
"good","debt_consolidation",802,9.47,17000,110000
"bad","home_improvement",667,14.71,5000,54000
"good","debt_consolidation",672,0.87,2000,62000
"good","small_business",767,2.16,20000,90000
"good","debt_consolidation",787,13.18,10000,50000
"good","debt_consolidation",697,11.09,4500,NA
"good","vacation_wedding",692,12.86,4100,44000
"good","other",687,15.5,4200,NA
"good","debt_consolidation",722,6.41,12000,NA
"good","debt_consolidation",677,14.6,18000,78000
"bad","debt_consolidation",667,16.82,35000,120000
"good","debt_consolidation",667,15.58,10000,53000
"good","other",777,15.72,3000,NA
"good","debt_consolidation",717,2.94,4425,60000
"good","home_improvement",792,8.52,28000,180000
"good","home_improvement",797,0.64,35000,95000
"bad","debt_consolidation",742,22.75,12000,53000
"bad","debt_consolidation",667,13.49,4800,NA
"good","other",712,13.56,2400,82500
"good","small_business",742,18.58,31300,58000
"good","debt_consolidation",702,20.99,32250,64480
"good","debt_consolidation",702,16.05,3000,NA
"bad","debt_consolidation",717,9.91,4000,NA
"bad","debt_consolidation",717,5.94,15000,42655.8
"good","debt_consolidation",752,6.96,4800,65000
"good","home_improvement",697,12.55,14400,115000
"good","debt_consolidation",702,20.75,7000,160000
"bad","major_purchase",682,14.07,5000,36000
"good","debt_consolidation",732,7.08,20800,78500
"good","debt_consolidation",742,10.86,4200,42000
"good","debt_consolidation",717,22.06,7200,62400
"good","debt_consolidation",702,12.4,4200,NA
"good","debt_consolidation",732,17.37,18200,80000
"good","small_business",792,14.14,10000,60000
"good","debt_consolidation",702,21.64,22000,115000
"good","debt_consolidation",677,9.01,20000,84000
"good","debt_consolidation",662,16.62,3000,NA
"bad","other",667,13.85,2800,64800
"good","other",667,22.38,4000,48000
"good","debt_consolidation",697,23.54,3775,55000
"good","other",682,22.6,2500,NA
"good","small_business",762,3.55,25000,116000
"good","other",687,21.45,6000,NA
"bad","other",667,23.81,7500,NA
"bad","small_business",757,11.49,11625,NA
"good","other",782,17.74,20000,54996
"good","debt_consolidation",732,8.58,16000,36000
"good","major_purchase",772,23.8,6000,NA
"good","debt_consolidation",712,21.3,1000,NA
"good","debt_consolidation",762,8.14,12000,NA
"good","debt_consolidation",732,13.47,14000,99000
"good","major_purchase",692,23.32,2550,25200
"good","other",767,11.46,6000,NA
"bad","other",742,8.98,3000,NA
"good","debt_consolidation",697,13.75,8000,35000
"good","debt_consolidation",707,24.54,13250,40000
"good","debt_consolidation",747,8.17,11400,90000
"good","debt_consolidation",662,21.26,8000,NA
"good","debt_consolidation",737,17.42,17500,35000
"bad","debt_consolidation",677,18.33,5450,43000
"good","debt_consolidation",782,8.68,35000,120996
"good","debt_consolidation",662,13.84,22000,108996
"good","other",712,17.07,2400,NA
"good","debt_consolidation",702,17.57,20000,175000
"good","debt_consolidation",732,8.71,19425,50000
"good","debt_consolidation",717,14.08,10000,NA
"good","major_purchase",782,19.63,7500,NA
"good","debt_consolidation",702,21.9,12650,135696
"good","major_purchase",802,2.03,10400,42000
"good","debt_consolidation",717,21.36,10000,104000
"good","other",702,10.92,35000,87000
"good","debt_consolidation",697,14.19,10000,173467
"bad","debt_consolidation",667,15.12,21725,40000
"good","debt_consolidation",702,8.45,30000,98000
"good","debt_consolidation",717,16.38,10000,NA
"bad","debt_consolidation",672,21.62,18000,65000
"good","debt_consolidation",737,12.75,10000,NA
"good","debt_consolidation",757,18.92,27000,61900
"bad","other",697,20.83,4200,NA
"good","debt_consolidation",722,13.09,10000,57000
"bad","debt_consolidation",667,20.05,14000,51713
"good","other",717,22.49,2500,NA
"bad","small_business",687,9.03,3500,55000
"good","debt_consolidation",732,17.03,13000,70000
"good","debt_consolidation",732,29.26,20000,55000
"good","debt_consolidation",742,13.55,12000,NA
"good","debt_consolidation",742,6.6,4000,NA
"good","major_purchase",687,7.87,7500,NA
"good","debt_consolidation",677,14.42,35000,96000
"bad","medical",717,23.97,12000,85000
"good","debt_consolidation",787,5.81,16500,38400
"good","debt_consolidation",687,7.67,8000,95000
"good","debt_consolidation",677,16.92,25000,60000
"good","home_improvement",817,4.72,15000,NA
"good","major_purchase",707,4.25,10000,NA
"good","debt_consolidation",687,9.56,35000,77160
"good","other",687,23.02,2500,NA
"good","debt_consolidation",677,20.21,9750,NA
"good","other",777,0.16,9000,NA
"good","debt_consolidation",682,11.59,17500,35004
"good","debt_consolidation",727,11.11,5000,86400
"bad","other",727,26.82,2700,88000
"good","vacation_wedding",677,3.76,6000,96000
"good","home_improvement",767,4.64,9000,NA
"good","other",722,14.94,1000,NA
"good","debt_consolidation",747,10.75,12000,90000
"good","other",737,11.53,2200,31544
"good","debt_consolidation",782,17.98,23100,1e+05
"good","debt_consolidation",672,2.36,1200,NA
"good","other",732,19.01,14000,75000
"good","debt_consolidation",767,19.29,20000,53000
"good","debt_consolidation",702,11.53,21000,125000
"good","debt_consolidation",697,23.25,16000,74000
"good","debt_consolidation",732,14.38,8000,NA
"good","debt_consolidation",782,0,5150,68000
"good","debt_consolidation",687,20.35,14000,72000
"good","other",762,4.21,3500,NA
"good","other",742,4.8,12000,36000
"good","home_improvement",682,16.86,3000,120000
"bad","small_business",707,9.22,30000,75000
"good","debt_consolidation",687,17.46,6000,NA
"good","debt_consolidation",787,27.74,14000,NA
"good","debt_consolidation",702,19.52,9000,NA
"good","debt_consolidation",772,25.13,13700,50000
"good","debt_consolidation",757,3.8,28000,96000
"bad","debt_consolidation",677,23.54,9950,36400
"good","debt_consolidation",762,11.41,35000,75000
"bad","debt_consolidation",712,17.65,12000,63500
"good","major_purchase",792,0,6000,21600
"bad","debt_consolidation",667,20.99,15000,86000
"bad","debt_consolidation",762,21.88,21750,43500
"good","debt_consolidation",712,15.23,24000,206000
"good","debt_consolidation",672,9.76,11200,46000
"good","major_purchase",672,10.28,6000,NA
"good","home_improvement",727,19.71,6500,22000
"good","debt_consolidation",722,19.86,28000,75000
"good","home_improvement",727,2.92,35000,165000
"good","home_improvement",752,8.48,14000,124000
"good","other",772,6.4,23000,107500
"good","home_improvement",772,4.41,7000,43000
"good","home_improvement",782,13.26,5000,95000
"bad","home_improvement",742,17.06,10800,51000
"good","debt_consolidation",677,18.23,5375,20868
"good","small_business",707,20.5,15000,72000
"good","debt_consolidation",767,7.85,7500,150000
"good","small_business",672,10.72,15000,86945
"good","home_improvement",692,14.22,12800,81708
"good","other",742,7.8,20000,72000
"good","debt_consolidation",702,15.84,4000,NA
"good","debt_consolidation",682,17.59,5150,34992
"good","major_purchase",687,12.65,5000,NA
"good","home_improvement",762,2.4,10000,20000
"good","debt_consolidation",677,20.14,8000,120000
"good","major_purchase",702,4.74,8000,20000
"good","major_purchase",727,18.32,12000,60000
"good","other",767,4.16,4500,125000
"good","major_purchase",722,22.15,8875,24000
"good","debt_consolidation",682,15.12,12800,46200
"good","debt_consolidation",672,16.03,10600,47000
"good","debt_consolidation",782,28.34,1500,NA
"good","debt_consolidation",707,11.85,6250,16000
"good","debt_consolidation",697,13.59,7500,84000
"good","debt_consolidation",727,7.42,7800,NA
"good","debt_consolidation",757,5.26,20000,100800
"good","debt_consolidation",682,23.43,10000,42000
"good","other",712,21.23,2000,NA
"good","home_improvement",687,2.3,5000,NA
"good","debt_consolidation",722,15.23,2400,NA
"good","debt_consolidation",732,5.25,10400,67000
"good","debt_consolidation",702,19.06,25000,92000
"good","debt_consolidation",762,20.84,9200,NA
"good","debt_consolidation",712,16.69,8450,21040.2
"good","debt_consolidation",737,25.98,12400,NA
"bad","small_business",717,9.24,8000,27000
"good","home_improvement",672,16.46,3600,32000
"good","debt_consolidation",677,14.63,2000,NA
"bad","debt_consolidation",717,15.13,16000,NA
"good","other",707,16.65,16000,NA
"bad","debt_consolidation",687,6.54,1200,20000
"bad","major_purchase",767,12.49,4000,NA
"good","debt_consolidation",767,11.03,3000,90000
"good","debt_consolidation",747,22.8,16800,69500
"good","home_improvement",752,5.28,15000,80000
"bad","other",772,2.08,8000,38000
"bad","debt_consolidation",662,11.12,12000,60000
"good","debt_consolidation",747,7.88,12000,NA
"good","debt_consolidation",762,27.84,12000,60000
"good","debt_consolidation",672,4.55,32000,68000
"good","other",697,15.59,34000,243000
"bad","debt_consolidation",727,25.11,14300,52000
"good","debt_consolidation",772,17.81,14000,58000
"good","small_business",762,14.16,30000,60000
"good","debt_consolidation",722,18.06,35000,125000
"bad","debt_consolidation",677,5.68,9600,45000
"good","small_business",722,21.74,6800,60000
"good","major_purchase",727,10.02,5000,NA
"good","major_purchase",687,17.81,12000,84000
"good","debt_consolidation",732,24.41,15000,58000
"bad","home_improvement",672,4.76,10000,NA
"bad","small_business",747,17.49,35000,90000
"good","debt_consolidation",707,3.05,9000,77800
"good","debt_consolidation",757,6.99,13750,76875
"good","debt_consolidation",717,16.13,12025,80000
"good","debt_consolidation",697,9.48,12000,NA
"good","debt_consolidation",747,11.55,24000,52800
"good","debt_consolidation",762,3.1,4800,NA
"good","home_improvement",772,9.53,35000,80000
"good","debt_consolidation",667,10.65,23400,55000
"good","debt_consolidation",677,9.75,7000,39000
"good","debt_consolidation",802,14.63,15000,83886.4
"good","home_improvement",727,7.06,12000,85000
"good","debt_consolidation",742,29.43,14500,39960
"good","other",757,20.24,14975,125000
"good","small_business",682,2.66,14000,65000
"good","debt_consolidation",672,19.93,14000,61000
"bad","debt_consolidation",662,8.97,1500,NA
"good","other",697,13.41,16800,82296
"good","debt_consolidation",712,10.89,13000,178000
"good","other",767,16.66,20000,68000
"good","debt_consolidation",757,21.98,25000,70000
"good","small_business",742,6.49,10000,54000
"good","home_improvement",782,5.17,14000,180000
"good","debt_consolidation",662,13.91,20000,90000
"bad","debt_consolidation",717,19.3,14500,88080
"bad","major_purchase",707,13.12,5850,60000
"bad","other",667,14.97,4000,NA
"good","medical",792,14.59,2400,NA
"good","debt_consolidation",727,13.57,19700,78000
"bad","vacation_wedding",742,20.81,5800,26988
"good","debt_consolidation",677,23.68,11100,NA
"good","small_business",737,2.05,15000,294000
"good","debt_consolidation",697,12.51,12000,180000
"bad","debt_consolidation",722,14.26,3000,NA
"good","debt_consolidation",782,10.65,6000,84996
"good","debt_consolidation",782,10.72,2500,23964
"good","debt_consolidation",712,20.27,6000,NA
"good","debt_consolidation",762,15.37,12000,72000
"good","debt_consolidation",677,12,12800,80000
"bad","debt_consolidation",717,8.91,9400,NA
"good","other",702,14.51,27000,95000
"good","small_business",702,8.01,27500,55000
"good","debt_consolidation",702,20.89,20000,60000
"bad","debt_consolidation",727,9.08,15000,80000
"good","debt_consolidation",682,16.51,7000,NA
"good","debt_consolidation",702,16.33,12000,46750
"good","medical",712,13.6,3000,NA
"good","home_improvement",707,14.69,10000,NA
"good","debt_consolidation",772,13.32,35000,185000
"good","other",782,10.42,6000,NA
"good","debt_consolidation",747,9,10000,46000
"good","debt_consolidation",682,8.04,16000,94000
"good","debt_consolidation",677,21.21,4000,NA
"good","debt_consolidation",697,10.64,13000,130000
"good","small_business",757,13.5,20000,2e+05
"good","small_business",787,7.78,27000,54000
"good","major_purchase",717,14.11,9000,NA
"good","other",697,7.56,6000,NA
"good","other",717,10.14,3100,NA
"good","debt_consolidation",727,13.45,5000,80000
"bad","debt_consolidation",667,18.38,16000,78000
"good","major_purchase",717,17.34,16800,125000
"good","debt_consolidation",727,1.5,5000,NA
"good","debt_consolidation",747,3.23,12350,105000
"good","other",762,16.9,13000,35000
"good","debt_consolidation",682,20.45,6000,68000
"good","debt_consolidation",682,8,3900,84000
"good","debt_consolidation",742,12.03,6400,NA
"good","debt_consolidation",752,16.06,12000,74000
"good","other",712,1.18,8900,120000
"good","debt_consolidation",737,9.79,18000,38000
"bad","debt_consolidation",672,7.34,16800,75000
"good","other",742,23.71,15000,NA
"bad","debt_consolidation",697,13.65,35000,75000
"good","debt_consolidation",707,20.29,20000,98000
"bad","major_purchase",752,4.53,12000,NA
"good","debt_consolidation",752,20.78,8575,NA
"bad","other",707,20.22,6000,NA
"good","vacation_wedding",747,18.94,7600,28000
"good","debt_consolidation",717,22.72,35000,80000
"good","debt_consolidation",707,7.77,10000,NA
"good","other",787,15.17,30000,171996
"good","medical",682,23.11,3000,30000
"good","home_improvement",787,7.55,35000,150000
"bad","debt_consolidation",702,19.54,8000,NA
"bad","debt_consolidation",687,13.54,35000,130000
"bad","home_improvement",737,23.95,6100,23748
"good","major_purchase",677,18.48,2000,120000
"good","debt_consolidation",687,11.18,7500,30160
"good","other",762,0.43,8800,42000
"good","debt_consolidation",702,19.03,14725,48000
"good","debt_consolidation",672,3.04,3000,33996
"good","debt_consolidation",717,0.75,1000,NA
"good","other",662,7.16,1200,NA
"good","vacation_wedding",762,4.15,25000,87300
"good","debt_consolidation",742,20.36,8000,36000
"good","debt_consolidation",697,19.82,21600,72660
"bad","debt_consolidation",667,18.65,17500,35000
"good","debt_consolidation",677,24.54,35000,85000
"good","vacation_wedding",742,27.21,2000,40800
"good","debt_consolidation",662,18.46,30000,158000
"good","debt_consolidation",732,14.74,21250,56508
"good","home_improvement",722,4.08,3000,25000
"good","debt_consolidation",692,21.23,28100,98400
"bad","debt_consolidation",707,3.88,14000,NA
"good","major_purchase",777,20.2,35000,66000
"good","debt_consolidation",767,10.21,18225,49000
"good","vacation_wedding",762,14.83,20000,75000
"good","debt_consolidation",702,10.74,16000,60000
"good","debt_consolidation",717,13.07,21000,105687.5
"good","debt_consolidation",682,7.89,6250,14898
"good","debt_consolidation",742,25.09,28200,54000
"good","debt_consolidation",752,4.74,16000,77000
"good","debt_consolidation",712,12.54,10000,41904
"good","small_business",702,12.14,12000,35000
"good","home_improvement",772,11.71,13600,101900
"good","debt_consolidation",667,15.99,6000,106870
"good","other",722,14.36,15000,109000
"good","major_purchase",762,10.19,5000,NA
"good","home_improvement",722,6.78,12000,NA
"good","debt_consolidation",752,24.73,28000,105000
"good","other",702,13.9,15000,50000
"good","debt_consolidation",727,4.41,12000,NA
"good","home_improvement",782,9.66,26400,85000
"good","home_improvement",712,13.68,12000,80400
"good","debt_consolidation",757,11.26,9600,102400
"good","debt_consolidation",662,11.93,5000,60500
"good","small_business",777,21.86,9200,82000
"good","other",702,15.62,4400,NA
"good","debt_consolidation",767,1.81,12000,NA
"good","debt_consolidation",682,14.23,9800,56000
"good","medical",752,18.08,6000,130000
"good","debt_consolidation",687,8.93,5500,NA
"good","small_business",797,1.2,5000,60000
"bad","debt_consolidation",672,24.8,5600,85000
"good","debt_consolidation",687,21.08,11200,179000
"good","debt_consolidation",712,6.58,30000,1e+05
"good","debt_consolidation",747,8.25,15000,62000
"good","home_improvement",682,21.54,10000,80000
"bad","major_purchase",682,19.34,8400,45600
"good","debt_consolidation",722,3.82,3000,NA
"bad","debt_consolidation",737,19.42,5875,NA
"good","debt_consolidation",747,19.42,20000,120000
"bad","debt_consolidation",677,13.8,14000,60000
"good","debt_consolidation",712,20.46,7200,75000
"good","debt_consolidation",707,13.26,15000,78840
"good","major_purchase",772,2.92,5000,NA
"bad","vacation_wedding",677,23.23,13200,49800
"good","vacation_wedding",752,17.26,13200,60000
"good","vacation_wedding",682,4.04,5000,NA
"good","debt_consolidation",682,5.98,14000,NA
"good","vacation_wedding",787,4.38,14000,86000
"good","debt_consolidation",747,22.38,20000,40000
"good","debt_consolidation",737,22.26,20000,96552
"bad","debt_consolidation",717,6.05,35000,75000
"good","debt_consolidation",742,18.05,13200,26400
"good","debt_consolidation",697,11.82,12000,NA
"bad","major_purchase",762,11.39,18825,42996
"good","debt_consolidation",667,11.9,8000,75000
"good","debt_consolidation",752,28.64,13250,69000
"bad","debt_consolidation",692,8.93,12000,77004
"good","major_purchase",752,16.31,12000,240000
"good","debt_consolidation",712,6.39,10000,70000
"good","other",677,23.45,3000,78000
"good","debt_consolidation",667,6.56,10000,45000
"good","debt_consolidation",677,14.7,5300,74603
"bad","debt_consolidation",677,15.79,22000,63900
"good","debt_consolidation",777,5.8,10000,NA
"good","debt_consolidation",697,17.39,9250,75000
"good","debt_consolidation",662,16.69,9000,75000
"bad","small_business",672,11.57,14000,42000
"good","debt_consolidation",707,8.43,5000,NA
"good","debt_consolidation",722,21.08,15000,NA
"good","debt_consolidation",682,14.12,17800,80000
"bad","debt_consolidation",662,10.67,15000,95000
"good","debt_consolidation",702,17.6,8000,NA
"bad","vacation_wedding",667,18.53,1500,NA
"good","home_improvement",732,11.38,35000,142000
"good","debt_consolidation",787,3.02,15000,70000
"good","debt_consolidation",672,6.76,24000,78500
"good","major_purchase",727,13.39,15000,80000
"good","debt_consolidation",732,13.79,19000,57500
"good","debt_consolidation",692,16.98,21000,75000
"good","debt_consolidation",712,14.43,12000,71000
"good","debt_consolidation",742,19,35000,108000
"good","debt_consolidation",702,8.09,3125,NA
"good","debt_consolidation",727,12.24,16000,75000
"good","vacation_wedding",677,5.55,5000,NA
"good","debt_consolidation",737,28.13,20000,68000
"good","debt_consolidation",677,5.49,24000,90000
"good","debt_consolidation",672,6.04,32000,138000
"good","debt_consolidation",682,8.36,7000,NA
"bad","debt_consolidation",662,18.87,5500,NA
"good","debt_consolidation",727,2.52,5000,NA
"good","other",802,7.76,8400,NA
"good","debt_consolidation",677,14.84,30000,1e+05
"good","other",682,15.86,6625,75000
"good","debt_consolidation",662,12.06,8000,60000
"bad","other",677,22.59,4000,40000
"bad","debt_consolidation",707,12.61,4200,28080
"good","debt_consolidation",787,5.58,20000,130000
"good","major_purchase",742,11.16,6000,180000
"good","debt_consolidation",762,17.57,5175,36000
"good","debt_consolidation",667,20.37,2500,51630
"good","home_improvement",687,9.94,30000,174996
"good","debt_consolidation",722,17.21,16000,44000
"bad","other",697,16.49,3700,NA
"good","vacation_wedding",697,8.08,10000,96000
"good","debt_consolidation",767,15.78,12000,34000
"good","home_improvement",782,8.73,35000,185232
"good","debt_consolidation",712,10.39,12000,69500
"good","debt_consolidation",762,21.43,21000,96575
"good","debt_consolidation",787,1.31,6000,NA
"good","debt_consolidation",732,23.85,12375,47700
"good","home_improvement",742,2.31,12000,158367
"good","vacation_wedding",727,25.32,8400,NA
"bad","debt_consolidation",712,19.78,8000,NA
"good","debt_consolidation",752,10.38,25000,60000
"good","debt_consolidation",722,10.31,12000,NA
"bad","small_business",692,4.61,13800,62000
"good","debt_consolidation",717,11.05,7500,NA
"good","other",747,3.15,15000,48000
"good","debt_consolidation",692,8.83,8000,NA
"good","debt_consolidation",717,16.5,15000,44000
"good","small_business",777,29.92,15025,49200
"good","debt_consolidation",707,15.18,30000,150000
"good","debt_consolidation",712,21.75,20000,60000
"good","debt_consolidation",717,7.14,12000,NA
"good","debt_consolidation",722,16.17,31825,70000
"good","small_business",727,9.16,12000,NA
"good","debt_consolidation",712,9.85,8000,24000
"good","debt_consolidation",687,12.57,14000,36100
"good","debt_consolidation",752,23.23,9000,NA
"good","debt_consolidation",717,15.37,10000,110000
"good","debt_consolidation",717,19.62,13000,NA
"good","home_improvement",792,0.26,15000,115000
"good","debt_consolidation",677,14.94,10000,42000
"good","small_business",797,1.53,4000,NA
"good","debt_consolidation",717,19.1,18000,72000
"good","other",732,17.04,4000,74448
"good","small_business",792,14.73,6000,44400
"good","small_business",687,12.89,14000,147000
"good","vacation_wedding",667,16.32,6000,NA
"good","home_improvement",802,2.25,3000,24000
"good","debt_consolidation",742,10.16,14000,60000
"good","major_purchase",682,4.96,4000,NA
"good","debt_consolidation",662,20.89,12800,42000
"good","debt_consolidation",682,16.72,6250,43000
"good","debt_consolidation",677,20.68,25000,72000
"bad","debt_consolidation",732,17.94,35000,80000
"good","debt_consolidation",747,18.1,30000,105000
"good","debt_consolidation",672,15.14,14000,NA
"bad","debt_consolidation",712,10.33,18000,36000
"bad","debt_consolidation",747,21.04,15000,31200
"good","small_business",692,11.39,10000,NA
"good","debt_consolidation",767,5.89,35000,84400
"good","debt_consolidation",757,23.06,2000,14000
"good","debt_consolidation",707,9.59,25000,73600
"good","debt_consolidation",742,18.53,13000,60000
"good","debt_consolidation",757,14.73,21000,144000
"good","other",797,13.41,15000,85000
"good","debt_consolidation",742,12.07,30000,115000
"good","debt_consolidation",727,17.33,26375,105000
"good","vacation_wedding",732,12.21,1000,28000
"good","debt_consolidation",772,8.84,14000,NA
"good","debt_consolidation",707,4.01,6200,58000
"bad","other",707,8.21,1500,32304
"good","medical",662,10.77,1000,NA
"bad","small_business",682,10.62,9500,90000
"good","debt_consolidation",697,16.34,20000,92800
"good","debt_consolidation",727,10.72,6000,175000
"good","debt_consolidation",697,9.57,8800,NA
"good","debt_consolidation",752,2.14,28000,115000
"good","debt_consolidation",772,2.97,15000,108000
"good","debt_consolidation",737,8.06,8000,68500
"good","debt_consolidation",692,14.76,14400,1e+05
"good","debt_consolidation",747,11.43,14000,96000
"good","vacation_wedding",712,7.2,12000,62000
"good","debt_consolidation",692,14.52,13800,33300
"bad","home_improvement",717,10.76,27575,64000
"good","debt_consolidation",742,21.66,16000,60000
"good","debt_consolidation",692,18.65,25000,44400
"good","debt_consolidation",752,17.47,3800,NA
"bad","debt_consolidation",662,16.42,12000,250000
"bad","home_improvement",672,11.82,20000,1e+05
"good","small_business",677,9.9,3500,NA
"bad","debt_consolidation",667,17.8,35000,103000
"good","debt_consolidation",667,6.38,11975,NA
