"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-09-25","0.00","0.0","0.0",,"76","63"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-09-26","0.00","0.0","0.0",,"72","61"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-09-27","0.00","0.0","0.0",,"71","56"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-09-28","0.00","0.0","0.0",,"78","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-09-29","0.11","0.0","0.0",,"83","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-09-30","1.26","0.0","0.0",,"79","59"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-10-01","0.09","0.0","0.0",,"64","56"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-10-02","1.08","0.0","0.0",,"57","48"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-10-03","0.35","0.0","0.0",,"55","49"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-10-04","0.00","0.0","0.0",,"63","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-10-05","0.00","0.0","0.0",,"67","52"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-10-06","0.00","0.0","0.0",,"73","52"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-10-07","0.00","0.0","0.0",,"73","58"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-10-08","0.00","0.0","0.0",,"72","59"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-10-09","0.89","0.0","0.0",,"78","61"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-10-10","0.00","0.0","0.0",,"65","50"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-10-11","0.00","0.0","0.0",,"69","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-10-12","0.00","0.0","0.0",,"77","56"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-10-13","0.01","0.0","0.0",,"72","61"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-10-14","0.00","0.0","0.0",,"69","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-10-15","0.00","0.0","0.0",,"64","51"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-10-16","0.00","0.0","0.0",,"64","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-10-17","0.00","0.0","0.0",,"56","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-10-18","0.00","0.0","0.0",,"50","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-10-19","0.00","0.0","0.0",,"53","35"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-10-20","0.00","0.0","0.0",,"70","48"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-10-21","0.00","0.0","0.0",,"76","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-10-22","0.00","0.0","0.0",,"75","58"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-10-23","0.00","0.0","0.0",,"65","45"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-10-24","0.00","0.0","0.0",,"57","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-10-25","0.05","0.0","0.0",,"68","48"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-10-26","0.00","0.0","0.0",,"58","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-10-27","0.00","0.0","0.0",,"59","45"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-10-28","1.40","0.0","0.0",,"69","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-10-29","0.04","0.0","0.0",,"73","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-10-30","0.00","0.0","0.0",,"61","48"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-10-31","0.00","0.0","0.0",,"56","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-11-01","0.00","0.0","0.0",,"65","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-11-02","0.00","0.0","0.0",,"63","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-11-03","0.00","0.0","0.0",,"72","48"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-11-04","0.00","0.0","0.0",,"70","56"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-11-05","0.01","0.0","0.0",,"71","56"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-11-06","0.00","0.0","0.0",,"74","66"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-11-07","0.00","0.0","0.0",,"72","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-11-08","0.00","0.0","0.0",,"56","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-11-09","0.00","0.0","0.0",,"59","43"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-11-10","0.26","0.0","0.0",,"57","51"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-11-11","0.43","0.0","0.0",,"58","49"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-11-12","0.01","0.0","0.0",,"61","51"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-11-13","0.00","0.0","0.0",,"58","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-11-14","0.00","0.0","0.0",,"49","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-11-15","0.00","0.0","0.0",,"58","39"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-11-16","0.00","0.0","0.0",,"67","51"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-11-17","0.00","0.0","0.0",,"52","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-11-18","0.00","0.0","0.0",,"58","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-11-19","1.25","0.0","0.0",,"64","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-11-20","0.00","0.0","0.0",,"64","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-11-21","0.00","0.0","0.0",,"53","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-11-22","0.03","0.0","0.0",,"55","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-11-23","0.00","0.0","0.0",,"44","33"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-11-24","0.00","0.0","0.0",,"46","32"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-11-25","0.00","0.0","0.0",,"50","36"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-11-26","0.00","0.0","0.0",,"60","41"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-11-27","0.00","0.0","0.0",,"64","51"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-11-28","0.02","0.0","0.0",,"64","45"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-11-29","0.00","0.0","0.0",,"49","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-11-30","0.00","0.0","0.0",,"47","33"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-01","0.33","0.0","0.0",,"51","44"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-02","0.14","0.0","0.0",,"57","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-03","0.00","0.0","0.0",,"55","44"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-04","0.00","0.0","0.0",,"51","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-05","0.00","0.0","0.0",,"51","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-06","0.00","0.0","0.0",,"53","39"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-07","0.00","0.0","0.0",,"54","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-08","0.00","0.0","0.0",,"49","41"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-09","0.00","0.0","0.0",,"55","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-10","0.00","0.0","0.0",,"60","51"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-11","0.00","0.0","0.0",,"61","50"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-12","0.00","0.0","0.0",,"66","55"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-13","0.00","0.0","0.0",,"67","55"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-14","0.33","0.0","0.0",,"67","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-15","0.09","0.0","0.0",,"68","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-16","0.04","0.0","0.0",,"53","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-17","1.21","0.0","0.0",,"59","50"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-18","0.00","0.0","0.0",,"57","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-19","0.00","0.0","0.0",,"40","35"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-20","0.00","0.0","0.0",,"43","34"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-21","0.00","0.0","0.0",,"56","39"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-22","0.19","0.0","0.0",,"62","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-23","1.55","0.0","0.0",,"64","52"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-24","0.01","0.0","0.0",,"72","63"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-25","0.01","0.0","0.0",,"66","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-26","0.00","0.0","0.0",,"59","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-27","0.12","0.0","0.0",,"61","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-28","0.03","0.0","0.0",,"46","34"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-29","0.45","0.0","0.0",,"46","34"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-30","0.19","0.0","0.0",,"48","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-31","0.03","0.0","0.0",,"48","42"
