SHEET,CHAIN,CO_OWNED,STATE,SOUTHJ,CENTRALJ,NORTHJ,PA1,PA2,SHORE,NCALLS,EMPFT,EMPPT,NMGRS,WAGE_ST,INCTIME,FIRSTINC,BONUS,PCTAFF,MEALS,OPEN,HRSOPEN,PSODA,PFRY,PENTREE,NREGS,NREGS11,TYPE2,STATUS2,DATE2,NCALLS2,EMPFT2,EMPPT2,NMGRS2,WAGE_ST2,INCTIME2,FIRSTIN2,SPECIAL2,MEALS2,OPEN2R,HRSOPEN2,PSODA2,PFRY2,PENTREE2,NREGS2,NREGS112
239,2,0,1,0,0,1,0,0,0,1,15,4,3,4.25,13,0.25,0,35,1,10.5,13.5,1.05,0.95,2.74,5,3,1,1,111292,,0,19,2,5.05,26,0.28,0,1,10.5,12.5,1.05,0.84,2.32,5,3
240,3,1,1,0,0,1,0,0,0,0,15,35,3,5.1,26,0.25,0,20,2,6,17,1.18,1.02,1.06,6,4,1,1,111692,1,15,15,3,5.05,26,0.15,0,2,6,17,1.1,1,1.05,6,4
241,3,0,1,0,0,1,0,0,0,2,15,25,4,5,13,0.37,1,30,2,7,16,1.12,1.02,1.06,5,5,1,1,111192,1,15,,4,5.05,26,0.1,0,2,7,16,1.15,1.05,1.05,5,5
242,3,1,1,0,0,1,0,0,0,0,25,10,3,5.25,13,0.25,1,0,2,6,17,1.1,1.02,1.06,5,4,1,1,111192,,12,10,3,5.05,8,0.2,1,2,7,16,1.11,1.06,1.05,6,4
243,3,1,1,0,0,1,0,0,0,0,7,25,3,4.5,8,0.25,0,40,2,6,16.5,1.07,1.02,0.74,6,3,1,1,111192,,7,22,3,5.05,26,0.1,0,2,7,15.5,1.11,1.06,1.05,6,2
244,3,1,1,0,0,1,0,0,0,3,12,30,3,4.25,4,0.25,0,40,2,6,18,1.17,1.12,1.02,4,3,1,1,111192,,16,12,6,5.05,26,0.25,0,2,7,17,1.11,1.12,1.05,5,3
245,3,0,1,0,0,1,0,0,0,3,15,8,3,5.5,,,0,0,1,8.5,13.5,1.2,1.02,1.02,4,2,1,1,111792,3,8,12,4,5.05,26,,0,1,8.5,13,1.11,1.11,1.05,5,1
247,4,0,1,0,0,1,0,0,0,3,0,40,4,4.5,13,0.1,0,75,2,10.5,15.5,1.06,1.05,1.06,2,2,2,1,121792,7,0,40,4,5.05,,,1,2,10.5,15.5,1.11,1.09,2.07,2,2
248,4,0,1,0,0,1,0,0,0,2,8,16,6,4.75,13,0.37,0,,2,10,16,1.17,0.95,0.85,2,2,1,1,111392,,10,14,6,5.05,26,0.25,0,2,10,16,1.37,0.95,2.03,2,1
249,1,0,1,1,0,0,0,0,1,1,6,6,4,4.37,4,0.25,0,63,1,7,15,1.13,1.06,0.95,3,2,1,1,110992,,10,12,3,5.05,4,0.1,0,1,7,15,1.01,1.01,0.94,3,2
250,2,1,1,1,0,0,0,0,1,2,1,4,2,4.5,13,0.3,0,100,1,11,10,0.85,,,4,1,1,1,111292,,2,4,3,5.05,6,0.25,0,1,11,10,0.94,0.84,2.52,5,3
253,3,1,1,1,0,0,0,0,0,0,7,7,3,4.87,52,,0,,2,7,13,1.23,1.06,2.3,2,2,1,1,111192,,4,8,6,5.05,52,0.23,,2,7,16,1.23,1.11,2.28,3,2
254,4,0,1,1,0,0,0,0,1,0,20,10,3,,16,,0,,1,7,16,1.06,0.86,1.06,2,2,1,1,111492,1,28,10,3,5.25,8,0.2,1,1,7,15,1,0.85,1.05,2,2
255,4,0,1,1,0,0,0,0,0,2,0,14,3,,52,0.27,1,10,1,7,14,1.01,0.79,0.85,2,2,1,1,111392,,8,12,2,,52,0.14,0,1,7,14,1,0.85,2.11,2,2
257,1,0,1,1,0,0,0,0,1,2,20,10,3,4.25,39,0.2,0,10,2,7,16,1.02,0.88,0.91,2,2,2,2,121492,2,,,,,,,,,,,,,,,
258,1,0,1,1,0,0,0,0,0,0,4,22,3,4.25,8,0.15,0,38,2,7,16,1.06,0.92,0.9,3,3,1,1,110992,,20,18,3,5.05,13,,0,2,6,18,1.08,0.94,0.84,3,3
259,1,0,1,1,0,0,0,0,0,0,13,12,4,5,4,0.25,0,50,2,7.5,14.5,1.02,0.85,0.85,3,3,1,1,110992,,15,15,4,5.05,,,0,2,7.5,14.5,1.05,,0.84,3,3
260,1,1,1,1,0,0,0,0,0,2,10,20,4,4.25,4,0.17,1,100,2,7,16,1.06,0.93,0.88,4,2,1,1,110992,,4,26,5,5.05,8,0.28,0,2,7,16,1.09,0.94,0.93,3,3
262,1,0,1,1,0,0,0,0,0,0,7,13,3,4.25,13,0.25,0,78,2,6.5,16.5,1.06,0.95,1.06,4,4,1,1,110992,,0,22.5,3,5.05,,0.25,0,2,6.5,17.5,1.08,1.02,0.87,3,3
264,1,0,1,1,0,0,0,0,0,5,0,10,2,4.25,13,0.25,1,60,3,7,15,1.02,0.88,0.91,2,2,2,1,121492,2,0,23,5,5.05,14,,0,2,7,16,1.05,1.11,0.94,3,3
265,1,0,1,1,0,0,0,0,0,3,0,20,1,4.25,26,0.15,0,100,2,7,16,1.02,0.88,0.94,3,3,2,3,121492,1,0,0,0,,,,,,,,,,,,
267,1,0,1,1,0,0,0,0,0,0,6.5,20,3,4.25,26,0.22,0,80,2,7,16,0.9,0.8,0.8,3,2,1,1,110992,,30,25,5,5.05,26,0.2,0,3,7,16,1.05,0.88,0.91,3,2
268,1,1,1,1,0,0,0,0,0,1,10,18,4,5,26,0.17,1,0,2,7,15,1.02,0.85,0.85,5,4,1,1,110992,,0,42.5,2,5.05,26,0.25,1,2,7,15,0.94,0.78,0.84,4,4
269,2,1,1,1,0,0,0,0,0,0,2,10,3,4.45,13,0.12,0,33,2,11,10,0.95,0.69,1.5,4,3,1,1,111892,3,10,3,4,5.05,26,0.17,0,2,11,11,0.94,0.73,2.32,4,3
271,2,1,1,1,0,0,0,0,0,3,0,13,2,5,13,0.1,0,38,2,11,11,1.02,0.79,2.34,4,2,1,1,111792,1,0,15,3,5.05,8,0.1,0,2,11,12,0.9,0.73,2.28,4,3
272,2,1,1,1,0,0,0,0,0,4,4,11,3,5.05,4,0.2,0,0,1,11,11,0.95,0.74,2.34,4,2,1,1,111492,1,2,14,3,5.25,26,0.2,0,2,11,12,0.94,0.73,2.32,4,3
273,2,1,1,1,0,0,0,0,0,0,2,14,4,4.62,13,0.2,0,95,1,11,10,0.95,0.74,2.34,4,3,1,1,111792,2,2,11,3,5.05,6,0.18,0,1,11,10,0.95,0.74,2.32,4,3
274,2,1,1,1,0,0,0,0,0,0,0,15,2,5.5,26,0.12,0,27,2,11,10,0.91,0.74,2.34,4,3,1,1,111392,,3,7,3,5.05,26,0.2,0,1,11,11,,,2.32,,
275,2,1,1,1,0,0,0,0,0,0,4,4,4,4.25,9,0.25,0,38,2,11,11,0.95,0.79,2.34,4,3,1,1,111492,2,1,8,2,5.05,13,0.39,0,1,11,10.5,0.94,0.73,2.32,4,2
276,2,1,1,1,0,0,0,0,0,3,5,10,3,5,26,0.25,0,0,2,11,10.5,0.95,0.74,2.19,4,3,1,1,111392,,5,15,3,5.05,26,0.28,0,3,11,12,0.95,0.73,2.32,5,3
277,2,1,1,1,0,0,0,0,0,0,2,15,3,4.25,9,0.25,0,10,3,11,10,0.95,0.85,2.34,3,3,1,1,111492,1,1,14,3,5.05,,,0,1,11,10,0.94,0.73,2.32,3,3
278,2,1,1,1,0,0,0,0,0,0,3,4,3,4.25,3,0.25,0,43,2,11,10,0.95,0.74,2.19,4,3,1,1,111392,,0,9,4,5.05,,,0,1,11,11,0.95,0.73,2.32,5,3
282,3,1,1,1,0,0,0,0,0,2,2,14,3,4.25,13,0.13,0,25,2,6,16,1.06,0.91,0.79,4,3,2,3,121492,1,0,0,0,,,,,,,,,,,,
284,3,1,1,1,0,0,0,0,0,1,5,23,4,4.5,13,0.25,1,88,2,6,16,1.02,0.91,0.91,5,4,1,1,111692,1,6,12,3,5.05,26,0.28,0,2,6,16,1.01,1.01,0.94,4,3
285,3,1,1,1,0,0,0,0,0,1,3,25,3,4.75,4,0.25,0,70,2,6,16,1.02,0.91,0.8,4,2,1,1,111292,,3,15,3,5.05,52,0.13,0,2,6,16,1.01,1.01,1.01,4,2
286,3,1,1,1,0,0,0,0,0,4,1,15,3,4.75,13,0.25,0,66,2,10,11.5,1.12,,0.95,2,1,1,1,111692,1,2,15,3,5.05,26,0.18,0,2,10,11.5,1.02,1.01,0.94,2,1
287,3,1,1,1,0,0,0,0,0,2,3,18,3,4.5,13,0.17,0,70,2,6,16,1.06,0.91,0.95,5,3,1,1,111292,,2,15,3,5.05,4,0.15,0,2,6,16,1.01,1.01,0.94,5,3
288,3,1,1,1,0,0,0,0,0,3,0,20,3,4.75,,0.25,0,15,2,6,16,1.02,0.95,0.95,6,4,1,1,111292,,5,9,3,5.05,19,0.15,0,2,6,16,1.01,1.01,0.89,5,2
289,3,1,1,1,0,0,0,0,0,2,2,12,2,4.25,13,0.2,0,50,2,6,16,1.02,0.95,0.95,5,3,1,1,111292,,3,10,2,5.05,26,0.25,0,2,7,15,1.01,1.01,2,6,3
290,4,0,1,1,0,0,0,0,0,1,8,12,3,4.75,26,0.1,0,35,3,10.5,12.5,0.95,0.89,0.95,2,2,1,1,111392,1,0,23,2,5.05,,,0,1,10.5,11.5,1,0.85,0.94,2,2
291,4,0,1,1,0,0,0,0,0,0,4,20,3,4.55,16,0.12,0,25,1,10.5,11.5,0.95,0.86,0.95,2,2,1,1,111392,,5,16,3,5.1,17,0.1,1,2,10.5,11.5,1,0.85,0.94,2,2
292,4,0,1,1,0,0,0,0,1,2,10,15,3,4.8,26,0.12,0,2,1,7,16,0.95,0.92,0.95,2,1,1,1,111392,,15,11,3,5.05,52,0.25,1,1,7,16,1,0.84,2.69,2,2
294,1,0,1,0,0,1,0,0,0,3,0,35,3,,26,0.2,0,70,2,7,16,1.06,0.95,0.95,3,3,1,1,110992,,0,35,3,5.05,26,0.2,0,2,7,16,1.05,0.94,0.94,3,2
295,1,0,1,0,0,1,0,0,0,3,8,9,3,4.75,26,0.12,0,100,2,6.5,16.5,1.06,0.95,0.95,3,3,2,1,121592,1,,21,4,5.05,28,0.18,0,2,6,18,1.05,0.94,0.94,3,3
296,1,1,1,0,0,1,0,0,0,0,5,16,4,5.3,26,0.25,0,50,2,7,16,1.06,0.95,1.01,3,3,1,1,111892,3,4,9,6,5.05,13,,0,2,7,16,1.05,0.94,1,3,2
297,1,1,1,0,0,1,0,0,0,1,9,15,3,4.25,13,0.05,0,100,2,7,16,1.06,0.91,0.98,3,3,1,1,111792,2,15,30,4,5.05,26,0.15,0,2,7,16,1.05,0.94,0.98,3,2
299,2,1,1,0,0,1,0,0,0,0,3,8,2,5,26,,0,0,1,10.5,11.5,1.06,0.85,2.34,3,2,1,1,111792,1,6,12,2,5.05,13,0.25,0,1,11,11.5,1.05,0.84,2.32,3,2
301,2,1,1,0,0,1,0,0,0,4,8,12,5,5,11,0.36,1,0,3,11,10.5,1.06,0.85,2.34,3,1,1,1,111492,1,2,7,1,5.05,4,0.5,0,2,11,10.5,0.94,0.84,2.32,3,2
303,3,1,1,0,0,1,0,0,0,0,10,35,3,4.35,26,0.27,1,28,2,6,17,1.12,1,1.02,6,5,1,1,111692,,12,35,3,5.05,13,0.15,0,2,7,16,1.05,1.05,1.05,5,3
304,3,0,1,0,0,1,0,0,0,3,10,20,3,4.5,26,0.37,0,50,2,6,17,1.27,1.27,2.24,5,3,1,1,111292,,10,15,4,5.05,26,0.38,1,1,0,24,1.4,1.29,1.05,5,5
305,3,1,1,0,0,1,0,0,0,2,0,20,3,4.39,,,0,,2,6,17,1.27,1.27,1.06,5,4,1,1,111792,1,5,22,4,5.05,2,0.35,0,1,6,18,1.37,1.31,1.05,5,4
306,3,1,1,0,0,1,0,0,0,0,15,15,3,,17,,0,,2,6,17,1.02,,1.06,4,4,1,1,111792,1,6,20,3,5.05,26,0.23,0,2,6,18,1.11,1.05,1.05,,2
307,3,1,1,0,0,1,0,0,0,0,17.5,17.5,4,4.25,15,0.5,0,90,2,6,18,1.19,1.19,1.06,5,5,1,1,111892,1,25,25,6,5.2,,,0,2,0,24,1.26,,1.05,5,5
310,4,0,1,0,0,1,0,0,0,2,0,28,4,4.25,13,0.25,1,61,2,10.5,11.5,0.91,0.91,1.94,2,1,1,1,111392,,3,23,3,5.05,26,0.3,0,2,10.5,11.5,0.97,0.9,2.06,2,2
311,4,0,1,0,0,1,0,0,0,2,0,30,4,,26,0.32,1,78,2,10.5,11.5,0.91,0.91,1.06,2,2,1,1,111392,,35,30,3,5.05,,0.2,0,2,10.5,11.5,1.01,0.95,1.05,2,2
312,1,0,1,1,0,0,0,0,1,3,4,6,3,4.25,10,0.22,0,100,1,8,11,1.22,1.06,0.93,3,1,1,1,110992,,3,2,3,5.05,4,0.25,0,1,9,10,1.26,1.05,1.02,3,1
313,1,0,1,1,0,0,0,0,1,0,11,9,4,4.5,4,0.25,0,80,1,7,15,1.06,0.93,0.94,3,2,1,1,110992,,0,30,,5.05,8,0.25,0,1,7,15,1,1.01,0.89,3,3
314,1,0,1,1,0,0,0,0,1,8,8,12,3,4.62,4,0.25,0,80,1,7,15,1.06,0.95,0.91,3,2,1,1,110992,,15,6,4,5.25,13,0.15,0,1,6,16,1.05,0.74,0.94,3,3
315,1,0,1,1,0,0,0,0,0,0,5,19,2,,4,0.25,1,65,3,7,16,1,0.85,0.88,3,2,1,1,110992,,4.5,20,2,5.05,8,0.08,0,2,7,16,1.05,0.84,0.87,3,2
316,1,1,1,1,0,0,0,0,1,0,15,15,3,4.62,8,0.25,0,10,2,7,16,1.06,0.92,0.87,3,2,1,1,111692,,12,14,3,5.05,26,0.15,1,2,7,16,1.05,0.94,0.94,,
317,1,0,1,1,0,0,0,0,1,3,0,8,2,4.25,13,0.17,0,100,1,8,12,1.22,0.93,0.96,3,1,1,1,111792,1,4,0,3,5.05,8,0.13,0,1,8,10.5,1.26,1.05,1.05,2,1
318,2,0,1,1,0,0,0,0,1,3,5,7,3,4.75,13,0.25,1,36,2,11,12,1.23,0.98,2.61,3,3,1,1,111292,,7,6,4,5.05,13,0.5,1,1,10.5,11.5,1.11,0.95,2.59,3,3
319,2,0,1,1,0,0,0,0,1,2,0,11,3,4.62,2.5,0.12,1,,2,10.5,12.5,1.06,0.85,3.95,,,1,1,111292,,22,4,3,5.05,13,0.25,1,1,10.5,11.5,0.95,0.9,2.43,4,3
320,2,0,1,1,0,0,0,0,1,0,5,9,2,5,13,0.12,1,0,2,11,12,1.12,0.8,2.45,4,4,1,1,111392,,4,6,3,5.05,,,0,1,11,11,1.05,0.84,2.43,4,3
321,2,0,1,1,0,0,0,0,1,0,3,14,3,5,,0.25,0,10,2,10.5,12.5,1.12,0.85,2.45,4,2,1,1,111492,2,4,11,2,5.05,13,0.15,0,1,11,12,1.05,0.84,2.43,4,3
322,3,1,1,1,0,0,0,0,1,0,8,13,4,4.75,13,0.15,0,25,2,6,16,1.06,1.06,1.02,6,2,1,1,111692,1,12,5,4,5.05,13,,0,2,7,15,0.96,1.01,0.94,6,3
324,3,0,1,1,0,0,0,0,0,2,20,46,5,5.25,26,0.2,0,0,2,0,24,1.18,1.06,,5,2,2,1,121892,4,22,39,5,5.05,52,0.25,1,2,0,24,1.22,1.05,1.05,5,2
325,3,1,1,1,0,0,0,0,1,0,4,15,4,4.5,10,0.25,0,50,2,6,15,1.09,1.06,0.79,6,3,1,1,111692,,1,15,3,5.05,26,0.1,0,2,7,15,1.02,1.01,1.01,6,3
326,3,1,1,1,0,0,0,0,1,3,18,45,5,5.15,11,0.15,0,7,2,0,24,1.26,0.99,,4,3,1,1,111892,1,0,45,4,5.05,,,0,2,0,24,1.22,,1.05,4,2
330,4,0,1,1,0,0,0,0,1,0,4,16,3,5.42,13,0.12,1,0,1,10.5,15.5,1.01,0.86,0.95,2,2,1,1,111392,,3,20,3,5.67,52,0.25,0,1,10.5,14.5,0.94,0.79,1.26,2,2
333,1,0,1,0,1,0,0,0,0,0,2,16.5,4,4.25,13,0.2,0,100,2,7,15,1.02,0.88,0.82,4,,1,1,110992,,3,20,3,5.05,13,0.18,0,2,7,15,1.04,0.87,0.87,3,3
334,1,0,1,1,0,0,0,0,0,0,10,10,3,5,4,0.17,0,0,3,9,12.5,0.91,0.91,0.91,3,3,1,1,110992,,0,20,3,5.05,26,0.18,,3,9,12.5,0.9,0.9,0.85,3,2
335,1,1,1,1,0,0,0,0,0,0,9,10,3,,13,0.17,0,100,1,6,17,1.06,0.92,0.92,5,2,1,1,111892,3,7,13,3,5.05,26,0.13,0,1,6,17,1.05,0.94,0.94,5,2
336,1,0,1,1,0,0,0,0,0,2,28,12,4,4.5,4,0.2,0,80,2,7,15,1.02,0.91,0.93,3,2,1,1,110992,,10,20,5,5.05,6,0.2,0,2,6,16,0.95,1.05,0.94,3,3
337,1,1,1,1,0,0,0,0,0,0,5,29.5,5,4.87,,0.3,0,90,3,7,17,1.06,0.93,0.93,4,3,1,1,110992,,25,5,3,5.05,26,,0,2,7,17,,,,,
339,1,1,1,1,0,0,0,0,0,2,18,6,2,4.25,26,0.37,0,70,3,7,16,1.06,0.85,0.95,3,3,1,1,111692,,5,9,2,5.05,13,0.25,1,1,7,16,0.95,0.95,0.95,3,3
340,1,0,1,1,0,0,0,0,0,3,6,30,3,4.25,26,0.1,0,30,2,7.5,14.5,0.96,0.95,0.85,5,4,1,1,111692,,15,17,2,5.05,8,0.15,0,2,6,16,1.05,0.84,0.84,5,4
341,2,1,1,1,0,0,0,0,0,0,2,7,2,4.62,4,0.25,0,33,1,11,9.5,0.95,0.74,2.34,3,3,1,1,111492,,3,7,3,5.05,,,0,1,11,11,0.9,0.84,2.32,4,2
343,2,1,1,1,0,0,0,0,0,0,10,6,2,4.75,26,0.25,0,43,2,11,10.5,0.95,0.74,2.34,4,3,1,1,111892,4,4,11,2,5.05,6,0.15,0,2,11,12,0.95,0.85,2.32,4,3
346,2,1,1,1,0,0,0,0,0,0,2,10.5,2,4.25,19,0.2,0,,2,11,10,0.95,,,4,3,1,1,111292,,3,12,3,,,,0,1,11,11,0.85,,,,
348,3,1,1,0,1,0,0,0,0,0,3,10.5,3,4.25,13,0.2,0,75,2,10.5,10.5,1.02,1.06,0.95,3,2,2,3,121892,1,0,0,0,,,,,,,,,,,,
349,3,1,1,1,0,0,0,0,0,1,2.5,27,5,5,6,0.15,0,10,2,6,16,1.12,0.91,0.95,3,3,1,1,111192,,0,20,4,5.05,4,0.18,0,2,7,15,1.01,1.01,0.94,3,3
350,3,1,1,1,0,0,0,0,0,0,8,9,4,4.75,13,0.37,0,60,2,6,16,1.06,0.91,1.12,5,,1,1,111892,1,5,20,2,5.05,13,0.23,0,2,6,17,1.01,1.01,0.89,5,4
351,3,1,1,1,0,0,0,0,0,1,2,27.5,3,4.25,,,0,,2,6,16,1.02,0.9,0.95,4,3,1,1,111792,2,10,20,4,5.05,52,0.53,0,2,6,16,1.01,1.01,0.73,4,2
352,3,1,1,0,0,1,0,0,0,0,0,19,4,4.75,8,0.25,0,50,2,10,11.5,1.12,0.91,0.99,2,2,2,5,122392,9,,,,,,,,,,,0.95,0.95,0.89,,
353,3,1,1,1,0,0,0,0,0,0,7.5,22.5,3,4.37,13,0.22,0,90,2,6,16,1.07,0.85,0.95,5,3,2,1,121492,4,,31,4,5.05,28,,0,2,6,16,1.01,1.01,0.89,3,3
354,4,0,1,1,0,0,0,0,0,3,14,7,3,5.06,4,0.25,1,10,1,10.5,10.5,0.95,0.86,0.95,2,2,1,1,111392,,9,7,3,5.05,13,0.23,0,1,10.5,10.5,1,0.85,0.94,2,2
355,4,0,1,0,1,0,0,0,0,0,2,17,3,4.87,26,0.15,1,100,1,10.5,11.5,0.95,0.92,0.95,2,2,1,1,111392,,3,17,2,,,,0,1,10.5,11.5,1,0.85,0.89,2,2
356,4,0,1,1,0,0,0,0,0,3,11.5,10,4,5.05,13,,1,0,1,10.5,11.5,0.95,0.8,1.06,2,2,1,1,111492,,0,28,4,5.05,17,0.15,1,1,10.5,11.5,1,0.85,1.05,2,2
357,4,0,1,0,0,1,0,0,0,1,4.5,20,3,5,16,0.2,0,100,1,10.5,11.5,0.95,0.86,0.95,2,2,1,1,111392,,21,6,3,5.25,13,0.25,0,1,10.5,12.5,1,0.84,2.35,2,2
359,1,1,1,1,0,0,0,0,0,1,0,22,4,4.25,26,0.17,0,100,2,7,15,1.02,0.85,0.82,3,3,1,1,111692,,0,26,4,5.05,26,0.25,0,2,7,16,1.05,0.87,0.82,3,2
360,1,0,1,1,0,0,0,0,0,0,3,25,2,4.25,13,0.15,1,100,2,7,15,1.06,0.84,0.89,3,3,1,1,111692,,5,32,7,5.05,4,0.25,0,2,7,16,1.05,0.87,0.82,3,3
361,1,0,1,1,0,0,0,0,0,0,6,13,5,4.25,26,0.22,0,100,2,7,16,1.02,0.91,0.85,3,3,1,1,110792,,4,23,6,5.05,26,0.18,0,2,7,16,0.9,0.93,0.92,3,2
362,2,0,1,1,0,0,0,0,0,0,6,13,,4.25,13,0.66,1,100,2,10.5,12.5,1.06,0.81,2.45,5,3,1,1,111292,,24,4,4,5.05,13,0.18,0,1,10.5,12.5,1.05,0.84,2.43,5,3
363,2,0,1,1,0,0,0,0,0,2,0,25,3,4.25,18,0.18,0,75,2,10.5,12.5,1.06,0.8,2.45,4,3,1,1,111292,,14,7,2,5.2,4,0.13,0,2,10.5,12.5,1.01,0.8,2.43,4,4
364,2,0,1,1,0,0,0,0,0,3,3.5,20,3,4.25,13,0.12,1,,2,11,12,0.95,0.85,2.45,4,4,1,1,111492,,1,30,4,5.05,52,0.25,0,1,10.5,12.5,1.05,0.84,2.43,5,3
366,3,0,1,1,0,0,0,0,0,3,2,17,3,4.5,13,0.25,0,50,2,10.5,11.5,1.02,0.91,0.63,5,4,1,1,111892,1,1,19,4,5.05,13,0.25,0,2,10.5,11.5,1.01,0.9,0.63,4,3
368,4,0,1,1,0,0,0,0,0,1,0,20,3,4.25,13,0.15,0,20,3,10.5,12.5,0.89,0.86,0.95,2,1,1,1,111392,,0,25,2,5.05,19,0.15,0,1,10.5,11.5,1,0.85,0.95,2,2
369,1,1,1,0,0,1,0,0,0,1,0,15,4,4.35,18,0.12,0,87,2,7,15,1.17,1.06,1.17,3,2,2,3,120992,,0,0,0,,,,,,,,,,,,
370,1,0,1,0,0,1,0,0,0,0,20,11.5,3.3,4.85,18,0.25,0,80,3,7,16,1.06,0.95,0.95,3,2,1,1,110792,,26,5,3,5.05,,0.1,1,3,7,16,,,,3,2
371,1,0,1,0,0,1,0,0,0,0,12,23,4,5,13,0.15,0,100,2,7,16,1.06,1.02,0.95,3,3,1,1,110792,,11,22,5,5.25,26,,0,3,7,16,,,,4,2
372,1,1,1,0,0,1,0,0,0,2,0,45,5,,26,0.15,1,30,3,6.5,19,1.1,0.95,1.1,4,,1,1,111792,1,30,20,5,5.05,8,0.08,0,2,6.5,18.5,1.06,1.05,1.04,4,3
373,1,1,1,0,0,1,0,0,0,0,14,12,4,5,4,0.25,0,100,2,6.5,15.5,1.01,0.95,1.03,6,3,1,1,110792,,18,15,4,5.05,13,0.25,1,2,6.5,15.5,1.1,0.94,1.02,6,5
375,1,0,1,0,0,1,0,0,0,3,25,10,4,5.25,26,0.25,1,0,1,7,15,1.02,0.8,,4,2,1,1,111692,1,0,25,4,5.5,26,0.1,1,1,7,15,1.05,0.94,1.01,3,3
376,1,0,1,0,0,1,0,0,0,3,4,10,4,4.5,13,0.1,0,,2,8,14,0.95,0.95,0.96,8,4,1,1,111792,2,0,17,3,5.05,15,0.2,1,2,8,14,1.26,1.01,1,3,3
377,1,0,1,0,0,1,0,0,0,3,12,6,3,4.25,26,0.15,1,90,2,8,14,1.06,0.95,0.95,3,2,1,1,110792,,11,12,3,5.05,26,0.2,0,2,8,14,1.05,0.95,0.94,3,1
378,1,1,1,0,0,1,0,0,0,4,10,8,4,5,52,0.1,0,,2,6.5,18.5,1.1,0.96,1.1,5,5,1,1,110792,,20,15,4,5.05,52,0.25,1,2,6,19,1.05,0.99,1.03,6,4
379,1,0,1,0,0,1,0,0,0,0,20,12,4,4.62,26,0.17,0,30,3,7,16,1.06,1.06,0.95,3,2,1,1,111792,1,28,6,3,5.05,52,0.15,1,1,7,16,1.06,1.06,1.06,3,2
380,1,0,1,0,0,1,0,0,0,0,10,15,3,4.5,52,0.2,0,50,3,7,16,1.06,0.95,0.95,3,2,1,1,110792,,15,14,3,5.05,26,0.13,0,1,7,16,1.05,0.94,0.94,3,2
381,1,0,1,0,0,1,0,0,0,0,10,20,4,5,13,0.5,1,0,2,6.5,16.5,1.27,1.17,1.1,4,2,1,1,111692,,15,15,5,5.05,8,0.47,1,2,6.5,16.5,1.37,1.16,1.16,4,2
383,1,0,1,0,0,1,0,0,0,3,6,4,2,4.5,26,0.25,0,30,1,7,16,1.15,0.95,0.95,2,2,1,1,111892,2,7,2,2,5.05,26,0.38,0,1,7,16,1.16,1.01,1.05,2,2
384,1,0,1,0,0,1,0,0,0,3,,,3,4.65,26,0.25,0,,2,7,16,1.06,0.95,0.95,3,2,1,1,110792,,0,30,3,5.05,26,0.1,0,3,7,16,1.05,1.05,0.89,3,2
385,1,0,1,0,0,1,0,0,0,2,16,14,3,4.25,,0.15,1,25,1,7,17,,,,3,2,2,1,120992,4,15,14,3,5.05,28,0.1,0,2,7,17,1.16,1.22,0.41,3,3
386,1,0,1,0,0,1,0,0,0,0,0,19,3,4.25,39,0.25,0,,1,7,17,1.06,0.95,0.95,3,2,1,1,111692,,14,10,4,5.05,26,0.25,0,1,7,17,1.05,0.95,0.95,4,2
391,2,0,1,0,0,1,0,0,0,3,15,5,2,4.25,6,0.12,0,12,2,11,10,1.06,1.06,2.66,3,3,1,1,111492,2,12,7,2,5.05,,,0,2,11,10,1.05,1.05,2.64,4,3
393,2,1,1,0,0,1,0,0,0,4,4,10,3,4.62,2,0.25,0,100,2,11,11,1.17,1.27,2.77,3,2,1,1,111792,3,18,4,3,5.25,13,0.25,1,1,11,11,1.16,1.26,2.75,3,2
396,3,1,1,0,0,1,0,0,0,1,24,16,4,4.87,9,0.37,0,10,2,6,17,1.27,1.07,2.13,5,3,1,1,111192,,8,30,3,5.4,26,0.1,0,2,7,16,1.11,1.05,1.05,5,3
397,3,1,1,0,0,1,0,0,0,2,4,28,3,4.25,52,0.62,0,85,2,6,17,1.12,1.02,1.06,4,3,2,1,122892,9,6,15,3,5.05,52,0.24,0,2,6,17,1.17,1.06,2.11,4,3
398,3,1,1,0,0,1,0,0,0,1,14,13,4,4.75,13,0.15,0,25,2,6,17,1.12,1.06,1.06,5,4,2,1,121092,2,25,15,3,5.05,28,,0,2,6,17,1.11,1.06,1.05,5,3
399,3,1,1,0,0,1,0,0,0,0,13,8,3,4.87,18,0.3,1,,2,6,17,1.27,1.04,1.12,7,3,1,1,111192,,18,18,4,5.05,26,0.23,0,2,7,16,1.26,1.08,1.05,7,4
400,3,1,1,0,0,1,0,0,0,0,16,15,3,4.5,39,0.5,0,50,3,6,17,1.2,1.06,1.06,5,5,1,1,111192,,8,24,3,5.05,41,0.15,0,2,7,16,1.17,1.01,1.05,5,3
401,3,0,1,0,0,1,0,0,0,0,8,6,4,4.25,13,0.17,1,18,2,7,16,1.12,1.02,1.02,6,4,1,1,111792,2,5,27,4,5.05,26,0.15,0,2,6,16,1.12,1.05,1.05,6,4
402,3,1,1,0,0,1,0,0,0,2,11,10,3,4.75,26,0.25,0,20,2,6,16,1.12,1.02,1.06,4,2,1,1,111692,,17,5,2,5.05,26,0.13,0,2,7,15,1.11,1.05,1.05,4,1
