StAlphCd,CDNumAtL,YearElec,Ob,Use,CngrsNum,StICPSR,StPOAbrv,DifDPct,DemPct,DemWin,DWinPrv,DWinNxt,DifPVDec,OpenSeat,IncStatus,PrvTrmsD,PrvTrmsO,VoteTotW,VoteTotL,VoteCast,SoSDem,PrvElcOb,NxtElcOb,DemInc,DemOpen,NonDInc,NonDOpen,DExpAdv,RExpAdv,ForgnPct,GovWkPct,BlackPct,UrbanPct,VtTotPct,DPctNxt,DifDPNxt,DPctPrv,DifDPPrv,ElcSwing,GovDem,IncDWNOM1,DSpndPct,DDonaPct,CQRating3
5,23,1958,1534,0,86,71,CA,,100,1,1,1,0.1126,0,Democratic incumbent,6,,140817,,140870,0,1533,1535,1,0,0,0,1,0,10.15873937,3.842827708,5.247975855,97.49992745,23.88,74.22122955,48.44245911,70.94154358,41.88308716,13.50993815,0,-0.307000011,,,
5,23,1960,1535,1,87,71,CA,48.44245911,74.22122955,1,1,1,0.1126,0,Democratic incumbent,7,,148415,,199977,0,1534,1536,1,0,0,0,1,0,10.15873937,3.842827708,5.247975855,97.49992745,34.52,64.17303085,28.34606171,100,,-6.19429047,1,-0.307999998,,,
5,23,1962,1536,0,88,71,CA,28.34606171,64.17303085,1,,,0.1712,0,Democratic incumbent,0,,83269,,129769,0,,,,,,,1,0,6.120818723,3.365604914,3.290868147,100,41.57,,,,,-6.752375421,1,,,,
5,23,1964,1537,1,89,71,CA,-10.88960171,44.55519915,0,1,0,0.1712,0,Republican incumbent,,1,90721,,163664,0,1536,1538,1,0,0,0,0,1,6.120818723,3.365604914,3.290868147,100,40.53,32.60196149,-34.79607999,64.17303085,28.34606171,6.331477858,1,,,,1
5,23,1966,1538,1,90,71,CA,-34.79607999,32.60196149,0,0,0,0.1712,0,Republican incumbent,,2,93320,,138474,0,1537,1539,0,0,1,0,0,1,6.120818723,3.365604914,3.290868147,100,45.33,34.93314683,-30.13370335,44.55519915,-10.88960171,-10.61381827,1,0.405999988,,,-1
5,23,1968,1539,0,91,71,CA,-30.13370335,34.93314683,0,,,-0.0736,0,Republican incumbent,,3,97232,,149434,0,,,,,,,0,1,6.120818723,3.365604914,3.290868147,100,78.18,,,,,-2.251513587,0,,,,-1
5,23,1970,1540,1,92,71,CA,-26.67938471,36.66030765,0,0,0,-0.0736,0,Republican incumbent,,4,77346,,122113,0,1539,1541,0,0,1,0,0,1,6.120818723,3.365604914,3.290868147,100,11,38.57123256,-22.85651565,34.93314683,-30.13370335,8.370145083,0,0.456,,,
5,23,1972,1541,0,93,71,CA,-22.85651565,38.57123256,0,,,-0.4044,0,Republican incumbent,,5,120313,,195861,1,,,,,,,0,1,6.27224748,5.230984288,0.302511625,100,23.88,,,,,-5.918761457,0,,41.35641537,,
5,23,1974,1542,0,94,71,CA,42.86081791,71.43040895,1,,,-0.0015,0,Democratic incumbent,5,,122076,,170902,1,,,,,,,1,0,6.27224748,5.230984288,0.302511625,100,34.52,,,,,13.5724714,0,,93.56928167,,1
5,23,1976,1543,1,95,71,CA,20.35677731,60.17838717,1,1,1,-0.0015,1,Democratic open seat,0,,130619,,217053,1,1542,1544,0,1,0,0,1,0,6.27224748,5.230984288,0.302511625,100,41.57,65.643543,31.28708303,71.43040895,42.86081791,-5.621735424,1,-0.298000008,50.76282597,,1
5,23,1978,1544,1,96,71,CA,31.28708303,65.643543,1,1,1,-0.0015,0,Democratic incumbent,1,,117498,,178994,1,1543,1545,1,0,0,0,1,0,6.27224748,5.230984288,0.302511625,100,40.53,63.20435405,31.73659146,60.17838717,20.35677731,-4.985865265,1,-0.522000015,83.89702525,,1
5,23,1980,1545,1,97,71,CA,31.73659146,63.20435405,1,1,1,-0.0015,0,Democratic incumbent,2,,126020,,199385,1,1544,1546,1,0,0,0,1,0,6.27224748,5.230984288,0.302511625,100,45.33,59.55457687,19.10915375,65.643543,31.28708303,-6.661364101,1,-0.507000029,86.11677949,90.90625585,1
5,23,1982,1546,0,98,71,CA,19.10915375,59.55457687,1,,,,0,Democratic incumbent,3,,120788,,202819,1,,,,,,,1,0,19.30318825,6.211383351,2.658461421,100,78.18,,,,,8.000854683,1,,54.58494602,32.11923581,1
5,23,1984,1547,0,99,71,CA,24.70828593,61.56951785,1,,,0.0316,0,Democratic incumbent,4,,140461,,228134,1,,,,,,,1,0,18.76661168,6.08570249,3.069011375,97.36819575,11,,,,,-5.306613884,0,,51.36547308,81.4874459,1
5,23,1986,1548,1,100,71,CA,33.94892514,65.74580073,1,1,1,0.0316,0,Democratic incumbent,5,,121468,,184754,1,1547,1549,1,0,0,0,1,0,18.76661168,6.08570249,3.069011375,97.36819575,23.88,63.49133849,30.34794629,61.56951785,24.70828593,4.555182653,0,-0.460999995,49.3985838,48.78497328,1
5,23,1988,1549,1,101,71,CA,30.34794629,63.49133849,1,1,1,0.0316,0,Democratic incumbent,6,,147858,,232879,1,1548,1550,1,0,0,0,1,0,18.76661168,6.08570249,3.069011375,97.36819575,34.52,61.72670126,27.54334211,65.74580073,33.94892514,-1.545145837,0,-0.44600001,58.18623106,47.70367599,1
5,23,1990,1550,1,102,71,CA,27.54334211,61.72670126,1,1,0,0.0316,0,Democratic incumbent,7,,103141,,167093,1,1549,1551,1,0,0,0,1,0,18.76661168,6.08570249,3.069011375,97.36819575,41.57,41.45522118,-12.81787157,63.49133849,30.34794629,-2.671862634,0,-0.430999994,35.85021529,40.41316802,1
5,23,1992,1551,0,103,71,CA,-12.81787157,41.45522118,0,,,0.036533333,0,Republican incumbent,,3,115504,,,1,,,,,,,0,1,17.80874166,7.733719177,2.523435778,84.17739458,40.53,,,,,-2.283510717,0,,38.65107385,43.3427106,-1
5,23,1994,1552,1,104,71,CA,-38.70454729,27.47409046,0,0,0,0.036533333,0,Republican incumbent,,4,114043,,,1,1551,1553,0,0,1,0,0,1,17.80874166,7.733719177,2.523435778,84.17739458,45.33,35.10403037,-24.48285222,41.45522118,-12.81787157,-12.75936914,0,0.446999997,7.619319595,4.282062768,-1
5,23,1996,1553,1,105,71,CA,-24.48285222,35.10403037,0,0,0,0.036533333,0,Republican incumbent,,5,118880,,,0,1552,1554,0,0,1,0,0,1,17.80874166,7.733719177,2.523435778,84.17739458,78.18,39.93165195,-20.13669908,27.47409046,-38.70454729,7.017245117,0,0.462000012,7.710697098,2.16151269,-1
5,23,1998,1554,1,106,71,CA,-20.13669908,39.93165195,0,0,0,0.036533333,0,Republican incumbent,,6,96322,,,0,1553,1555,0,0,1,0,0,1,,,,,11,,-14.12,35.10403037,-24.48285222,-2.242183656,0,0.476000011,10.69014191,3.941233616,-1
5,23,2000,1555,1,107,71,CA,-14.12,,0,0,1,0.036533333,0,Republican incumbent,,7,,,,0,1554,1556,0,0,1,0,0,1,,,,,23.88,,20.94,39.93165195,-20.13669908,4.633695519,1,0.49000001,41.55161593,38.62930855,-1
5,23,2002,1556,0,108,71,CA,20.94,,1,,,0.2644,,NA,3,,,,,0,,,,,,,,,,,,,34.52,,,,,-6.694096897,1,,44.20203922,61.85756573,1
5,23,2004,1557,1,109,71,CA,29.44,,1,1,1,0.2644,,NA,4,,,,,1,1556,1558,,,0,0,,,,,,,41.57,,30.34,,20.94,2.314101968,0,-0.407999992,87.16397751,97.6230262,1
5,23,2006,1558,1,110,71,CA,30.34,,1,1,1,0.2644,,NA,5,,,,,0,1557,1559,,,0,0,,,,,,,40.53,,36.14,,29.44,13.68268531,0,-0.446999997,92.06528159,96.11988358,1
5,23,2008,1559,0,111,71,CA,36.14,,1,1,,0.2644,,NA,6,,,,,1,1558,,,,0,0,,,,,,,45.33,,,,30.34,1.765615325,0,-0.485000014,93.9955225,98.93281634,-1
5,24,1952,1560,0,83,71,CA,-87.37692237,0,0,,,-0.1454,0,Republican incumbent,,0,119799,,137400,0,,,,,,,0,1,10.15873937,3.842827708,5.247975855,97.49992745,78.18,,,,,-6.808760953,0,,,,
5,24,1954,1561,1,84,71,CA,-13.77029121,43.11485589,0,0,0,-0.1454,0,Republican incumbent,,1,65431,,115030,0,1560,1562,0,0,1,0,0,1,10.15873937,3.842827708,5.247975855,97.49992745,11,38.06143701,-23.877123,0,-87.37692237,8.778685501,0,,,,
5,24,1956,1562,1,85,71,CA,-23.877123,38.06143701,0,0,0,-0.1454,0,Republican incumbent,,2,84120,,135828,0,1561,1563,0,0,1,0,0,1,10.15873937,3.842827708,5.247975855,97.49992745,23.88,43.6439991,-12.7120018,43.11485589,-13.77029121,-5.650539331,0,0.36500001,,,
5,24,1958,1563,1,86,71,CA,-12.7120018,43.6439991,0,0,0,-0.1454,0,Republican incumbent,,3,68184,,121003,0,1562,1564,0,0,1,0,0,1,10.15873937,3.842827708,5.247975855,97.49992745,34.52,40.26717842,-19.46564615,38.06143701,-23.877123,13.50993815,0,0.368000001,,,
5,24,1960,1564,1,87,71,CA,-19.46564615,40.26717842,0,0,0,-0.1454,0,Republican incumbent,,4,82497,,138118,0,1563,1565,0,0,1,0,0,1,10.15873937,3.842827708,5.247975855,97.49992745,41.57,29.65889573,-40.68220854,43.6439991,-12.7120018,-6.19429047,1,0.370000005,,,
5,24,1962,1565,0,88,71,CA,-40.68220854,29.65889573,0,,,-0.1814,0,Republican incumbent,,5,120884,,171873,0,,,,,,,0,1,6.914970876,4.985199914,1.091850687,97.48799215,40.53,,,,,-6.752375421,1,,,,
5,24,1964,1566,1,89,71,CA,-35.87685823,32.06157088,0,0,0,-0.1814,0,Republican incumbent,,6,139784,,205758,0,1565,1567,0,0,1,0,0,1,6.914970876,4.985199914,1.091850687,97.48799215,45.33,23.73330593,-52.53338814,29.65889573,-40.68220854,6.331477858,1,0.374000013,,,-1
5,24,1966,1567,1,90,71,CA,-52.53338814,23.73330593,0,0,0,-0.1814,0,Republican incumbent,,7,148190,,194446,0,1566,1568,0,0,1,0,0,1,6.914970876,4.985199914,1.091850687,97.48799215,78.18,27.16397643,-45.67204714,32.06157088,-35.87685823,-10.61381827,1,0.375999987,,,-1
5,24,1968,1568,0,91,71,CA,-45.67204714,27.16397643,0,,,-0.3514,0,Republican incumbent,,8,155443,,213415,0,,,,,,,0,1,6.914970876,4.985199914,1.091850687,97.48799215,11,,,,,-2.251513587,0,,,,-1
5,24,1970,1569,1,92,71,CA,-32.66185522,32.39078522,0,0,0,-0.3514,0,Republican incumbent,,2,124071,,190724,0,1568,1570,0,0,1,0,0,1,6.914970876,4.985199914,1.091850687,97.48799215,23.88,29.85933721,-40.28132856,27.16397643,-45.67204714,8.370145083,0,0.381000012,,,
5,24,1972,1570,0,93,71,CA,-40.28132856,29.85933721,0,,,-0.4562,0,Republican incumbent,,3,144057,,205383,1,,,,,,,0,1,6.614768376,6.212272774,2.134929806,86.20498603,34.52,,,,,-5.918761457,0,,7.046406484,,
5,24,1974,1571,0,94,71,CA,31.0067147,64.01383877,1,,,0.0889,1,"open seat, new (reapportionment)",0,,87521,,136722,1,,,,,,,1,0,6.614768376,6.212272774,2.134929806,86.20498603,41.57,,,,,13.5724714,0,,80.93480202,,1
5,24,1976,1572,1,95,71,CA,35.56147814,67.78073907,1,1,1,0.0889,0,Democratic incumbent,1,,108296,,159774,1,1571,1573,1,0,0,0,1,0,6.614768376,6.212272774,2.134929806,86.20498603,40.53,62.66065836,30.07417023,64.01383877,31.0067147,-5.621735424,1,-0.493000001,78.02459342,,1
5,24,1978,1573,1,96,71,CA,30.07417023,62.66065836,1,1,1,0.0889,0,Democratic incumbent,2,,85075,,135771,1,1572,1574,1,0,0,0,1,0,6.614768376,6.212272774,2.134929806,86.20498603,45.33,63.76907229,36.68277264,67.78073907,35.56147814,-4.985865265,1,-0.493000001,34.96284551,,1
5,24,1980,1574,1,97,71,CA,36.68277264,63.76907229,1,1,1,0.0889,0,Democratic incumbent,3,,93569,,146731,1,1573,1575,1,0,0,0,1,0,6.614768376,6.212272774,2.134929806,86.20498603,78.18,65.05228877,34.08785164,62.66065836,30.07417023,-6.661364101,1,-0.493000001,75.82872928,91.70616114,1
5,24,1982,1575,0,98,71,CA,34.08785164,65.05228877,1,,,,0,Democratic incumbent,4,,88516,,136090,1,,,,,,,1,0,40.80104504,4.737285445,6.288112292,100,11,,,,,8.000854683,1,,23.58344186,84.44692924,1
5,24,1984,1576,0,99,71,CA,30.16138375,63.3695066,1,,,0.2143,0,Democratic incumbent,5,,97340,,153607,1,,,,,,,1,0,40.62850153,4.774922336,6.420082829,100.047559,23.88,,,,,-5.306613884,0,,46.83341548,83.68681993,1
5,24,1986,1577,1,100,71,CA,80.42700291,87.93379068,1,1,1,0.2143,0,Democratic incumbent,6,,103914,,118173,1,1576,1578,1,0,0,0,1,0,40.62850153,4.774922336,6.420082829,100.047559,34.52,72.24948406,48.49584699,63.3695066,30.16138375,4.555182653,0,-0.490999997,,,1
5,24,1988,1578,1,101,71,CA,48.49584699,72.24948406,1,1,1,0.2143,0,Democratic incumbent,7,,112038,,155071,1,1577,1579,1,0,0,0,1,0,40.62850153,4.774922336,6.420082829,100.047559,41.57,68.89241934,43.2779789,87.93379068,80.42700291,-1.545145837,0,-0.490999997,92.52888294,98.32199022,1
5,24,1990,1579,1,102,71,CA,43.2779789,68.89241934,1,1,1,0.2143,0,Democratic incumbent,8,,71562,,103875,1,1578,1580,1,0,0,0,1,0,40.62850153,4.774922336,6.420082829,100.047559,40.53,55.5269599,16.41693115,72.24948406,48.49584699,-2.671862634,0,-0.49000001,99.36751516,99.76812132,1
5,24,1992,1580,0,103,71,CA,16.41693115,55.5269599,1,,,0.205466667,0,Democratic incumbent,8,,141742,,,1,,,,,,,1,0,22.45586568,4.747268416,1.989211707,97.15509875,45.33,,,,,-2.283510717,0,,62.607658,59.40385462,0
5,24,1994,1581,1,104,71,CA,1.830425858,49.3542254,1,1,1,0.205466667,0,Democratic incumbent,9,0,95342,,,1,1580,1582,1,0,0,0,1,0,22.45586568,4.747268416,1.989211707,97.15509875,78.18,49.42703545,5.847853422,55.5269599,16.41693115,-12.75936914,0,-0.400999993,25.83256514,55.06918776,0
5,24,1996,1582,1,105,71,CA,5.847853422,49.42703545,1,1,1,0.205466667,1,Democratic open seat,0,,106193,,,0,1581,1583,0,1,0,0,1,0,22.45586568,4.747268416,1.989211707,97.15509875,11,57.31033087,18.82267892,49.3542254,1.830425858,7.017245117,0,-0.386000007,60.28872859,44.62925424,-1
5,24,1998,1583,1,106,71,CA,18.82267892,57.31033087,1,1,1,0.205466667,0,Democratic incumbent,1,,103491,,,0,1582,1584,1,0,0,0,1,0,,,,,23.88,,37.78,49.42703545,5.847853422,-2.242183656,0,-0.273000002,53.25575662,64.74295656,1
5,24,2000,1584,1,107,71,CA,37.78,,1,1,0,0.205466667,0,Democratic incumbent,2,,,,,0,1583,1585,1,0,0,0,1,0,,,,,34.52,,-34.48,57.31033087,18.82267892,4.633695519,1,-0.298999995,86.50048344,94.71101322,1
5,24,2002,1585,0,108,71,CA,-34.48,,0,,,-0.049,,NA,,8,,,,0,,,,,,,,,,,,,41.57,,,,,-6.694096897,1,,,,-1
5,24,2004,1586,1,109,71,CA,-29.9,,0,0,0,-0.049,,NA,,9,,,,1,1585,1587,0,0,,,,,,,,,40.53,,-24.06,,-34.48,2.314101968,0,0.518999994,27.34798435,17.78662729,-1
5,24,2006,1587,1,110,71,CA,-24.06,,0,0,0,-0.049,,NA,,10,,,,0,1586,1588,0,0,,,,,,,,,45.33,,-16.3,,-29.9,13.68268531,0,0.533999979,12.25021059,14.24591436,-1
5,24,2008,1588,0,111,71,CA,-16.3,,0,0,,-0.049,,NA,,11,,,,1,1587,,0,0,,,,,,,,,78.18,,,,-24.06,1.765615325,0,0.547999978,1.592417492,0.659687418,-1
5,25,1952,1589,0,83,71,CA,-28.65283489,35.67358255,0,,,-0.244,0,Republican incumbent,,1,135465,,210636,0,,,,,,,0,1,10.15873937,3.842827708,5.247975855,97.49992745,11,,,,,-6.808760953,0,,,,
5,25,1954,1590,1,84,71,CA,-30.36788702,34.81605649,0,0,0,-0.244,0,Republican incumbent,,2,113027,,173400,0,1589,1591,0,0,1,0,0,1,10.15873937,3.842827708,5.247975855,97.49992745,23.88,36.15563214,-27.68873274,35.67358255,-28.65283489,8.778685501,0,0.252000004,,,
5,25,1956,1591,1,85,71,CA,-27.68873274,36.15563214,0,0,1,-0.244,0,Republican incumbent,,3,166305,,260489,0,1590,1592,0,0,1,0,0,1,10.15873937,3.842827708,5.247975855,97.49992745,34.52,50.11190772,0.223815441,34.81605649,-30.36788702,-5.650539331,0,0.252000004,,,
5,25,1958,1592,1,86,71,CA,0.223815441,50.11190772,1,0,0,-0.244,1,Republican open seat,0,0,135009,134406,269417,0,1591,1593,0,0,0,1,0,0,10.15873937,3.842827708,5.247975855,97.49992745,41.57,46.44166827,-7.116663456,36.15563214,-27.68873274,13.50993815,0,0.252000004,,,-1
5,25,1960,1593,1,87,71,CA,-7.116663456,46.44166827,0,1,1,-0.244,0,Democratic incumbent,,0,182545,,340842,0,1592,1594,1,0,0,0,1,0,10.15873937,3.842827708,5.247975855,97.49992745,40.53,53.61465216,7.229307294,50.11190772,0.223815441,-6.19429047,1,-0.629000008,,,
5,25,1962,1594,0,88,71,CA,7.229307294,53.61465216,1,,,0.1396,0,Republican incumbent,0,,62371,,117524,0,,,,,,,0,1,5.792022172,3.532362759,0.254594381,98.83122917,45.33,,,,,-6.752375421,1,,,,
5,25,1964,1595,1,89,71,CA,10.89292765,55.44646382,1,1,0,0.1396,0,Democratic incumbent,1,,81320,,146672,0,1594,1596,1,0,0,0,1,0,5.792022172,3.532362759,0.254594381,98.83122917,78.18,47.44979441,-5.100414157,53.61465216,7.229307294,6.331477858,1,-0.294,,,1
5,25,1966,1596,1,90,71,CA,-5.100414157,47.44979441,0,1,0,0.1396,0,Democratic incumbent,,0,70154,,133512,0,1595,1597,1,0,0,0,1,0,5.792022172,3.532362759,0.254594381,98.83122917,11,31.32883906,-37.34232187,55.44646382,10.89292765,-10.61381827,1,-0.294,,,1
5,25,1968,1597,0,91,71,CA,-37.34232187,31.32883906,0,,,-0.2096,0,Republican incumbent,,1,145245,,211508,0,,,,,,,0,1,5.792022172,3.532362759,0.254594381,98.83122917,23.88,,,,,-2.251513587,0,,,,-1
5,25,1970,1598,1,92,71,CA,-28.21208835,35.07837057,0,0,0,-0.2096,0,Republican incumbent,,2,116169,,183549,0,1597,1599,0,0,1,0,0,1,5.792022172,3.532362759,0.254594381,98.83122917,34.52,31.93138838,-33.01815987,31.32883906,-37.34232187,8.370145083,0,0.345999986,,,
5,25,1972,1599,0,93,71,CA,-33.01815987,31.93138838,0,,,-0.4078,0,Republican incumbent,,3,118631,,182651,1,,,,,,,0,1,6.068753145,5.250098796,1.048853646,97.50711005,41.57,,,,,-5.918761457,0,,14.60510747,,
5,25,1974,1600,0,94,71,CA,100,100,1,,,0.2494,0,Democratic incumbent,6,,45059,,45059,1,,,,,,,1,0,6.068753145,5.250098796,1.048853646,97.50711005,40.53,,,,,13.5724714,0,,,,1
5,25,1976,1601,1,95,71,CA,49.89643395,71.89581394,1,1,1,0.2494,0,Democratic incumbent,7,,57966,,80625,1,1600,1602,1,0,0,0,1,0,6.068753145,5.250098796,1.048853646,97.50711005,45.33,67.38683581,34.77366865,100,100,-5.621735424,1,-0.619000018,87.16133005,,1
5,25,1978,1602,1,96,71,CA,34.77366865,67.38683581,1,1,1,0.2494,0,Democratic incumbent,8,,45881,,68086,1,1601,1603,1,0,0,0,1,0,6.068753145,5.250098796,1.048853646,97.50711005,78.18,65.99879265,37.60371506,71.89581394,49.89643395,-4.985865265,1,-0.616999984,98.62463224,,1
5,25,1980,1603,1,97,71,CA,37.60371506,65.99879265,1,1,1,0.2494,0,Democratic incumbent,9,,49080,,74365,1,1602,1604,1,0,0,0,1,0,6.068753145,5.250098796,1.048853646,97.50711005,11,85.49888134,70.99776268,67.38683581,34.77366865,-6.661364101,1,-0.615999997,76.56190416,88.05895944,1
5,25,1982,1604,0,98,71,CA,70.99776268,85.49888134,1,,,,0,Democratic incumbent,10,,71106,,83166,1,,,,,,,1,0,40.0513095,5.181992538,9.56824982,100,23.88,,,,,8.000854683,1,,,,1
5,25,1984,1605,0,99,71,CA,47.58057594,71.6811955,1,,,0.2883,0,Democratic incumbent,11,,74261,,103599,1,,,,,,,1,0,39.94154673,5.184302861,9.585423215,100,34.52,,,,,-5.306613884,0,,80.42122101,100,1
5,25,1986,1606,1,100,71,CA,54.76562977,76.07052326,1,1,1,0.2883,0,Democratic incumbent,12,,62692,,82413,1,1605,1607,1,0,0,0,1,0,39.94154673,5.184302861,9.585423215,100,41.57,85.48399806,76.72713995,71.6811955,47.58057594,4.555182653,0,-0.611000001,100,,1
5,25,1988,1607,1,101,71,CA,76.72713995,85.48399806,1,1,1,0.2883,0,Democratic incumbent,13,,85378,,99876,1,1606,1608,1,0,0,0,1,0,39.94154673,5.184302861,9.585423215,100,40.53,70.0263381,45.25663257,76.07052326,54.76562977,-1.545145837,0,-0.610000014,,,1
5,25,1990,1608,1,102,71,CA,45.25663257,70.0263381,1,1,0,0.2883,0,Democratic incumbent,14,,48120,,68717,1,1607,1609,1,0,0,0,1,0,39.94154673,5.184302861,9.585423215,100,45.33,33.0260843,-18.91868412,85.48399806,76.72713995,-2.671862634,0,-0.609000027,100,,1
5,25,1992,1609,0,103,71,CA,-18.91868412,33.0260843,0,,,-0.059933333,1,"open seat, new (reapportionment)",,0,113611,,,1,,,,,,,0,1,15.4367931,6.892142033,4.512298736,88.40330153,78.18,,,,,-2.283510717,0,,27.09966496,4.426311253,-1
5,25,1994,1610,1,104,71,CA,-33.45434964,31.44730031,0,0,0,-0.059933333,0,Republican incumbent,,1,110301,,,1,1609,1611,0,0,1,0,0,1,15.4367931,6.892142033,4.512298736,88.40330153,11,33.17431509,-29.22432125,33.0260843,-18.91868412,-12.75936914,0,0.467000008,6.837360387,4.424140024,-1
5,25,1996,1611,1,105,71,CA,-29.22432125,33.17431509,0,0,0,-0.059933333,0,Republican incumbent,,2,122428,,,0,1610,1612,0,0,1,0,0,1,15.4367931,6.892142033,4.512298736,88.40330153,23.88,0,-74.67350364,31.44730031,-33.45434964,7.017245117,0,0.485000014,4.103934373,1.504097154,-1
5,25,1998,1612,1,106,71,CA,-74.67350364,0,0,0,0,-0.059933333,0,Republican incumbent,,3,114013,,,0,1611,1613,0,0,1,0,0,1,,,,,34.52,,-30.44,33.17431509,-29.22432125,-2.242183656,0,0.503000021,,,-1
5,25,2000,1613,1,107,71,CA,-30.44,,0,0,0,-0.059933333,0,Republican incumbent,,4,,,,0,1612,1614,0,0,1,0,0,1,,,,,41.57,,-35.24,0,-74.67350364,4.633695519,1,0.521000028,4.815698454,1.480653629,-1
5,25,2002,1614,0,108,71,CA,-35.24,,0,,,-0.0908,,NA,,5,,,,0,,,,,,,,,,,,,40.53,,,,,-6.694096897,1,,0.914605046,1.229977117,-1
5,25,2004,1615,1,109,71,CA,-28.84,,0,0,0,-0.0908,,NA,,6,,,,1,1614,1616,0,0,,,,,,,,,45.33,,-25.4,,-35.24,2.314101968,0,0.555999994,4.707172573,0.890956651,-1
5,25,2006,1616,1,110,71,CA,-25.4,,0,0,0,-0.0908,,NA,,7,,,,0,1615,1617,0,0,,,,,,,,,78.18,,-15.46,,-28.84,13.68268531,0,0.574000001,14.39663248,10.0714412,-1
5,25,2008,1617,0,111,71,CA,-15.46,,0,0,,-0.0908,,NA,,8,,,,1,1616,,0,0,,,,,,,,,11,,,,-25.4,1.765615325,0,0.592000008,1.147407882,0.467764664,-1
5,26,1952,1618,0,83,71,CA,,88.03765178,1,,,0.2706,0,Democratic incumbent,1,,157973,,179624,0,,,,,,,1,0,10.15873937,3.842827708,5.247975855,97.49992745,23.88,,,,,-6.808760953,0,,,,
5,26,1954,1619,1,84,71,CA,20.19560337,60.09780169,1,1,1,0.2706,1,Democratic open seat,0,,94261,,156863,0,1618,1620,0,1,0,0,0,1,10.15873937,3.842827708,5.247975855,97.49992745,34.52,68.83569956,37.67139614,88.03765178,,8.778685501,0,-0.241999999,,,
5,26,1956,1620,1,85,71,CA,37.67139614,68.83569956,1,1,1,0.2706,0,Democratic incumbent,1,,133036,,193274,0,1619,1621,1,0,0,0,1,0,10.15873937,3.842827708,5.247975855,97.49992745,41.57,72.23024964,44.46049631,60.09780169,20.19560337,-5.650539331,0,-0.532000005,,,
5,26,1958,1621,1,86,71,CA,44.46049631,72.23024964,1,1,1,0.2706,0,Democratic incumbent,2,,125495,,173769,0,1620,1622,1,0,0,0,1,0,10.15873937,3.842827708,5.247975855,97.49992745,40.53,73.37667942,46.75335884,68.83569956,37.67139614,13.50993815,0,-0.549000025,,,
5,26,1960,1622,1,87,71,CA,46.75335884,73.37667942,1,1,1,0.2706,0,Democratic incumbent,3,,150318,,204861,0,1621,1623,1,0,0,0,1,0,10.15873937,3.842827708,5.247975855,97.49992745,45.33,68.29776168,36.59552336,72.23024964,44.46049631,-6.19429047,1,-0.566999972,,,
5,26,1962,1623,0,88,71,CA,36.59552336,68.29776168,1,,,0.408,0,Democratic incumbent,4,,112162,,164246,0,,,,,,,1,0,17.67669616,3.84196529,6.307588931,100,78.18,,,,,-6.752375421,1,,,,
5,26,1964,1624,1,89,71,CA,40.78785181,70.39392591,1,1,1,0.408,0,Democratic incumbent,5,,136025,,193247,0,1623,1625,1,0,0,0,1,0,17.67669616,3.84196529,6.307588931,100,11,62.32365966,24.64731932,68.29776168,36.59552336,6.331477858,1,-0.601999998,,,1
5,26,1966,1625,1,90,71,CA,24.64731932,62.32365966,1,1,1,0.408,0,Democratic incumbent,1,,103289,,165750,0,1624,1626,1,0,0,0,1,0,17.67669616,3.84196529,6.307588931,100,23.88,65.43356776,34.08530951,70.39392591,40.78785181,-10.61381827,1,-0.620000005,,,1
5,26,1968,1626,0,91,71,CA,34.08530951,65.43356776,1,,,0.3336,0,Democratic incumbent,2,,134642,,205769,0,,,,,,,1,0,17.67669616,3.84196529,6.307588931,100,34.52,,,,,-2.251513587,0,,,,1
5,26,1970,1627,1,92,71,CA,45.46715617,71.28171325,1,1,1,0.3336,0,Democratic incumbent,3,,130499,,183075,0,1626,1628,1,0,0,0,1,0,17.67669616,3.84196529,6.307588931,100,41.57,68.65264773,40.77779651,65.43356776,34.08530951,8.370145083,0,-0.48300001,,,
5,26,1972,1628,0,93,71,CA,40.77779651,68.65264773,1,,,0.097,0,Democratic incumbent,4,,164351,,239395,1,,,,,,,1,0,19.1544982,5.45262386,9.910920346,100,40.53,,,,,-5.918761457,0,,99.58185285,,
5,26,1974,1629,0,94,71,CA,-17.8393364,41.0803318,0,,,-0.3214,0,Republican incumbent,,4,82735,,140420,1,,,,,,,0,1,19.1544982,5.45262386,9.910920346,100,45.33,,,,,13.5724714,0,,11.08672824,,-1
5,26,1976,1630,1,95,71,CA,-31.17196262,34.41402018,0,0,0,-0.3214,0,Republican incumbent,,5,112619,,171712,1,1629,1631,0,0,1,0,0,1,19.1544982,5.45262386,9.910920346,100,78.18,0,-100,41.0803318,-17.8393364,-5.621735424,1,0.572000027,7.208607036,,-1
5,26,1978,1631,1,96,71,CA,-100,0,0,0,0,-0.3214,0,Republican incumbent,,6,113059,,113059,1,1630,1632,0,0,1,0,0,1,19.1544982,5.45262386,9.910920346,100,11,24.37421679,-46.57111168,34.41402018,-31.17196262,-4.985865265,1,0.574999988,,,-1
5,26,1980,1632,1,97,71,CA,-46.57111168,24.37421679,0,0,1,-0.3214,0,Republican incumbent,,7,116715,,164514,1,1631,1633,0,0,1,0,0,1,19.1544982,5.45262386,9.910920346,100,23.88,59.57786441,19.15572882,0,-100,-6.661364101,1,0.578000009,30.86044572,7.456972461,-1
